category_id,category
C03869,Crown Compounds
C03870,Potassium-competitive Acid Blockers
C03871,"Proto-Oncogene Proteins c-akt, antagonists & inhibitors"
C03872,"Leucine-tRNA Ligase, antagonists & inhibitors"
C03873,Enzyme Activation
C03874,Polyether Toxins
C03875,"Receptors, CCR2, antagonists & inhibitors"
C03876,Sodium-Hydrogen Exchanger 3 Inhibitor
C03877,Sodium/Hydrogen Exchanger 3 (NHE3) Inhibitors
C03878,"Glucokinase, antagonists & inhibitors"
C03879,"p21-Activated Kinases, antagonists & inhibitors"
C03880,Interleukin 17 Receptor A Antagonists
C03881,Interleukin-17 Receptor A Antagonist
C03882,"Receptors, Interleukin-17"
C03883,"Neuropeptide Y, drug effects"
C03884,Mesenchymal Epithelial Transition Inhibitors
C03885,Human Immunodeficiency Virus Type 1 (HIV-1) gp120-directed Attachment Inhibitors
C03886,"JNK Mitogen-Activated Protein Kinases, antagonists & inhibitors"
C03887,Nitrofuran Antiprotozoals
C03888,Non-Competitive N-Methyl D-Aspartate (NMDA) Receptor Antagonists
C03889,Dinitrobenzenes
C03890,"Receptor, Platelet-Derived Growth Factor alpha, antagonists & inhibitors"
C03891,"Receptor, Platelet-Derived Growth Factor beta, antagonists & inhibitors"
C03892,Interleukin-23 Subunit p19
C03893,"Cytochrome P-450 CYP11B2, antagonists & inhibitors"
C03894,Cytochrome P450 11B1 Inhibitors
C03895,"Angiotensin II, antagonists & inhibitors"
C03896,"Leukemia, Lymphocytic, Chronic, B-Cell, drug therapy"
C03897,"Prostatic Neoplasms, drug therapy"
C03898,"Receptors, LHRH, antagonists & inhibitors"
C03899,Neuroactive Steroid Gamma-Aminobutyric Acid (GABA) A Receptor Positive Modulators
C03900,Sclerostin Inhibitors
C03901,"ATP Binding Cassette Transporter, Subfamily B, Member 1"
C03902,"Amyloid Precursor Protein Secretases, antagonists & inhibitors"
C03903,Condiments
C03904,"TRPV Cation Channels, antagonists & inhibitors"
C03905,"Fibroblast Growth Factor 2, antagonists & inhibitors"
C03906,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors
C03907,"Receptor, Fibroblast Growth Factor, Type 1, antagonists & inhibitors"
C03908,"Receptors, Fibroblast Growth Factor, antagonists & inhibitors"
C03909,"PPAR gamma, antagonists & inhibitors"
C03910,"Cyclic Nucleotide Phosphodiesterases, Type 5"
C03911,"Receptor, Cannabinoid, CB2, agonists"
C03912,"Tuberculosis, Pulmonary, drug therapy"
C03913,Interleukin-13 Antagonist
C03914,C-type Natriuretic Peptide Analog
C03915,Adenosine Triphosphate-Citrate Lyase Inhibitor
C03916,Adenosine Triphosphate-Citrate Lyase Inhibitors
C03917,Kappa Opioid Receptor Agonist
C03918,Semicarbazides
C03919,Semicarbazones
C03920,Transforming Growth Factor beta
C03921,"Alzheimer Disease, drug therapy"
C03922,"Receptor, EphB4, antagonists & inhibitors"
C03923,Tumor Suppressor Proteins
C03924,Type I Interferon Receptor Antagonist
C03925,Smoke
C03926,"Glycine Plasma Membrane Transport Proteins, antagonists & inhibitors"
C03927,Thymopoietins
C03928,Gamma Secretase Inhibitor
C03929,"Class I Phosphatidylinositol 3-Kinases, antagonists & inhibitors"
C03930,"Receptors, Lysosphingolipid, antagonists & inhibitors"
C03931,Orthopoxvirus VP37 Envelope Wrapping Protein Inhibitor
C03932,Interleukin 5 Receptor alpha-directed Antibody Interactions
C03933,Interleukin-5 Receptor alpha-directed Cytolytic Antibody
C03934,"Receptors, Prostaglandin E, EP2 Subtype"
C03935,Catechin
C03936,"Receptors, Glucocorticoid, agonists"
C03937,"Receptors, Glucagon, antagonists & inhibitors"
C03938,Cytomegalovirus DNA Terminase Complex Inhibitor
C03939,DNA Terminase Complex Inhibitors
C03940,"Proto-Oncogene Proteins c-bcl-2, antagonists & inhibitors"
C03941,"Antibodies, Neutralizing"
C03942,Tryptophan Hydroxylase Inhibitor
C03943,Purinergic P2X Receptor Agonists
C03944,"Receptor, Muscarinic M3, antagonists & inhibitors"
C03945,Antimutagenic Agents
C03946,Activin Signaling Inhibitor
C03947,"Bradykinin, agonists"
C03948,Triazaacenaphthylene Bacterial Type II Topoisomerase Inhibitor
C03949,Cyclosporin Derivatives
C03950,Cytidine Diphosphate
C03951,Interleukin 4 Receptor alpha Antagonists
C03952,Interleukin-4 Receptor alpha Antagonist
C03953,"Interleukin-4 Receptor alpha Subunit, antagonists & inhibitors"
C03954,"Interleukin-4, antagonists & inhibitors"
C03955,"Proto-Oncogene Proteins c-met, antagonists & inhibitors"
C03956,P-Selectin
C03957,Lutetium
C03958,Ceramides
C03959,Cerebrosides
C03960,Neutral Glycosphingolipids
C03961,CD79b-directed Antibody–Drug Conjugates
C03962,Cytochrome P450 2A6 Inhibitors
C03963,"Receptor, IGF Type 1"
C03964,"Methionine-tRNA Ligase, antagonists & inhibitors"
C03965,Dipeptidyl Peptidase 4
C03966,p38 Mitogen-Activated Protein Kinases
C03967,Amyloid Beta-directed Antibodies
C03968,Activin Receptors
C03969,Erythroid Maturation Agents
C03970,Protein-Serine-Threonine Kinases
C03971,"Receptors, Transforming Growth Factor beta"
C03972,"Focal Adhesion Kinase 1, antagonists & inhibitors"
C03973,"Receptors, Oxytocin, antagonists & inhibitors"
C03974,Azocines
C03975,Oxazocines
C03976,"Toll-Like Receptor 8, agonists"
C03977,"Receptor, Cholecystokinin A, agonists"
C03978,"Proto-Oncogene Proteins c-mdm2, antagonists & inhibitors"
C03979,Salvia
C03980,B-Cell Activating Factor
C03981,Gangliosides
C03982,"Receptors, Cholecystokinin, antagonists & inhibitors"
C03983,Cyanoacrylates
C03984,Lysosomal beta Glucuronidase
C03985,Recombinant Human Lysosomal alpha-Mannosidase
C03986,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
C03987,"Steroid 17-alpha-Hydroxylase, antagonists & inhibitors"
C03988,Isocyanates
C03989,Calcium-Calmodulin-Dependent Protein Kinases
C03990,Interleukin-3
C03991,Stevia
C03992,HSP90 Heat-Shock Proteins
C03993,Drug Synergism
C03994,Spin Labels
C03995,Octanols
C03996,Dental Disinfectants
C03997,Calcitonin Gene-Related Peptide (CGRP) Antagonists
C03998,"DNA Topoisomerases, Type II"
C03999,Triterpenoid Antifungal
C04000,Triterpenoid Antifungals
C04001,Lupanes
C04002,"Ribonucleoprotein, U1 Small Nuclear"
C04003,Chemokine Receptor Type 4 Interaction
C04004,Chemokine Receptor Type 4 Interactions
C04005,"Oxidants, Photochemical"
C04006,"Receptors, Corticotropin-Releasing Hormone, antagonists & inhibitors"
C04007,CD19 Directed Cytolytic Antibodies
C04008,CD19-directed Cytolytic Antibody
C04009,"Benzodiazepines, antagonists & inhibitors"
C04010,"Receptors, Tachykinin, antagonists & inhibitors"
C04011,Dual Endothelin Type A Receptor/Ang II Subtype 1 Receptor Antagonist (DEARA)
C04012,"Receptor, Adenosine A1"
C04013,Piper nigrum
C04014,Combretum
C04015,Terbium
C04016,"Receptors, Prostaglandin E, EP2 Subtype, agonists"
C04017,"Furin, antagonists & inhibitors"
C04018,"Endothelin-1, antagonists & inhibitors"
C04019,Endothelins
C04020,"Growth Hormone-Releasing Hormone, agonists"
C04021,"Enkephalin, Methionine"
C04022,N-Glycosyl Hydrolases
C04023,Plant Lectins
C04024,Plant Proteins
C04025,Ribosome Inactivating Proteins
C04026,"Toll-Like Receptor 7, agonists"
C04027,CD22-Directed Cytotoxins
C04028,"Ribosomal Protein S6 Kinases, 70-kDa, antagonists & inhibitors"
C04029,"Aldehyde Dehydrogenase, antagonists & inhibitors"
C04030,CD4-directed Antibody Interactions
C04031,CD4-directed Blocking Antibody
C04032,HIV 1 Post-attachment Fusion Inhibitors
C04033,Human Immunodeficiency Virus 1 Post-attachment Fusion Inhibitor
C04034,"Receptors, Opioid, kappa, agonists"
C04035,Peptidomimetics
C04036,"Sodium-Glucose Transporter 1, antagonists & inhibitors"
C04037,Adenylyl Cyclase Inhibitors
C04038,Mucopolysaccharidosis III
C04039,Tuberculosis Vaccines
C04040,Podophyllum
C04041,Tissue Factor Pathway Inhibitor Antagonist
C04042,"Tryptophan Oxygenase, antagonists & inhibitors"
C04043,Thiosemicarbazones
C04044,Phosphoric Diester Hydrolases
C04045,Ammonia-Lyases
C04046,Carbon-Nitrogen Lyases
C04047,Phenylalanine Metabolizing Enzyme
C04048,"Receptors, Guanylate Cyclase-Coupled, agonists"
C04049,Actinoid Series Elements
C04050,Alcohol Oxidoreductases
C04051,"Receptors, Neurotransmitter"
C04052,von Willebrand Factor
C04053,Galactitol
C04054,"Receptors, Opioid, mu"
C04055,Methyltransferase Inhibitor
C04056,Methyltransferase Inhibitors
C04057,"Muscular Dystrophy, Duchenne"
C04058,Trop-2-Directed Monoclonal Antibodies
C04059,Acyltransferases
C04060,Aminoacyltransferases
C04061,"Factor XIIIa, antagonists & inhibitors"
C04062,Increased Fibrin Polymerization Activity
C04063,Transglutaminases
C04064,"Corticotropin-Releasing Hormone, antagonists & inhibitors"
C04065,Thyroid Hormone Receptor beta Agonist
C04066,Thyroid hormone receptor-beta (THR-beta) agonist
C04067,Stimulation Small Intestine Fluid/Electrolyte Secretion
C04068,"Receptors, CCR4, antagonists & inhibitors"
C04069,Non-Nutritive Sweeteners
C04070,"Sterol O-Acyltransferase, antagonists & inhibitors"
C04071,"Dopamine beta-Hydroxylase, antagonists & inhibitors"
C04072,Cyanobacteria Toxins
C04073,Verbenaceae
C04074,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive, drug therapy"
C04075,Nectin-4-directed Antibodies
C04076,Benz(a)Anthracenes
C04077,Phenalenes
C04078,"Vascular Endothelial Growth Factors, antagonists & inhibitors"
C04079,"Stearoyl-CoA Desaturase, antagonists & inhibitors"
C04080,"Cyclin-Dependent Kinase 2, antagonists & inhibitors"
C04081,"Receptors, Thromboxane, antagonists & inhibitors"
C04082,Asteraceae
C04083,Growth Hormone Secretagogue Receptor Agonist
C04084,Growth Hormone Secretagogue Receptor Agonists
C04085,Yttrium
C04086,Yttrium (90Y) Compounds
C04087,Yttrium Isotopes
C04088,"Synthetic Antispasmodics, Amides With Tertiary Amines"
C04089,"Receptors, Platelet-Derived Growth Factor, antagonists & inhibitors"
C04090,"Phospholipase D, antagonists & inhibitors"
C04091,"Glutamyl Aminopeptidase, antagonists & inhibitors"
C04092,Aerosol Propellants
C04093,Aerosols
C04094,Adenosine A1 Receptor Agonists
C04095,beta-Glucans
C04096,Norpregnadienes
C04097,Serratia
C04098,Increased Platelet Aggregation
C04099,Factor X
C04100,"Factor X, agonists"
C04101,"Factor X, antagonists & inhibitors"
C04102,Increased Protein Synthesis
C04103,Survival Motor Neuron-2-directed RNA Interaction
C04104,"rho-Associated Kinases, antagonists & inhibitors"
C04105,Hydrolytic Lysosomal N-terminal Tripeptidyl Peptidase
C04106,"NADH, NADPH Oxidoreductases, antagonists & inhibitors"
C04107,Factor VIII
C04108,Premenstrual Syndrome
C04109,Hippocastanaceae
C04110,Sapindaceae
C04111,Dipsacales
C04112,Valerianaceae
C04113,"Fertility Agents, Male"
C04114,Kallikreins
C04115,Aspartic Acid Endopeptidases
C04116,Aspartic Acid Proteases
C04117,"Iron Bivalent, Oral Preparations"
C04118,Quinolone Vasodilators
C04119,Diethylamines
C04120,Tooth Bleaching
C04121,Dimethyldithiocarbamate
C04122,"Anemia, Iron-Deficiency"
C04123,Muramidase
C04124,Aminophenols
C04125,Chloroquinolinols
C04126,Bufanolides
C04127,Scilla Glycosides
C04128,Colchicine Derivatives
C04129,Cycloheptanes
C04130,Polycyclic Sesquiterpenes
C04131,"Sesquiterpenes, Eudesmane"
C04132,Plasticizers
C04133,Mercury Compounds
C04134,Benzeneacetamides
C04135,Gold Isotopes
C04136,Benzenesulfonates
C04137,Cyclooctanes
C04138,Alginates
C04139,Glucuronates
C04140,Hexuronic Acids
C04141,"Menopause, drug effects"
C04142,"Psychophysiologic Disorders, drug therapy"
C04143,Immunoglobulin M
C04144,Sorption Detoxification
C04145,Various Diagnostic Radiopharmaceuticals
C04146,Androgens for Topical Use
C04147,Peptoids
C04148,Pyrethrines
C04149,Corticosteroid Derivatives
C04150,Muramic Acids
C04151,Bone Remodeling
C04152,Toxiferine
C04153,Heparin Binding Activity
C04154,beta-Galactosidase
C04155,Pyrazolone Derivatives
C04156,Bone Substitutes
C04157,Manganese Compounds
C04158,Anisoles
C04159,Sialogogues
C04160,Thiones
C04161,Fructosephosphates
C04162,Hexosediphosphates
C04163,Isocitrate dehydrogenase (IDH) inhibitors
C04164,Isocitrate Dehydrogenase 2 Inhibitor
C04165,Isocitrate dehydrogenase-2 (IDH2) Inhibitors
C04166,CD19 Receptor Interactions
C04167,CD19-directed Chimeric Antigen Receptor
C04168,Genetically-modified Autologous T Cells
C04169,"Receptors, Antigen"
C04170,Erythema
C04171,Inflammation
C04172,Antivenins
C04173,Neisseria meningitidis
C04174,Venom Neutralization
C04175,Alphaherpesvirinae
C04176,DNA Viruses
C04177,Herpesviridae
C04178,Simplexvirus
C04179,Viruses
C04180,"Antigens, CD"
C04181,"Antigens, Differentiation"
C04182,"Antigens, Differentiation, B-Lymphocyte"
C04183,Immunomodulation
C04184,"Antihemorrhagic Agents, Miscellaneous"
C04185,Recombinant Human Nerve Growth Factor
C04186,Rho Kinase Inhibitor
C04187,Rho Kinase Inhibitors
C04188,Cells
C04189,Connective Tissue Cells
C04190,Multipotent Stem Cells
C04191,Stem Cells
C04192,Stromal Cells
C04193,Ranunculaceae
C04194,Ranunculales
C04195,"Sirtuin 1, antagonists & inhibitors"
C04196,Radiolabeled Somatostatin Analogs
C04197,Baloxavir and prodrugs
C04198,Polymerase Acidic Endonuclease Inhibitors
C04199,Tocopherols
C04200,Fibroblast Growth Factor-23 Blocking Antibodies
C04201,Cholates
C04202,Acetophenones
C04203,Salmonella Vaccines
C04204,"Vaccines, Typhoid"
C04205,Phytosterols
C04206,Calcitonin Gene-related Peptide Antagonist
C04207,Malacidins
C04208,"ATP Binding Cassette Transporter, Subfamily B, Member 1, antagonists & inhibitors"
C04209,Interleukin-1
C04210,Monokines
C04211,Dental Cavity Preparation
C04212,Dentin-Bonding Agents
C04213,Linoleic Acids
C04214,Bacterial Neurotoxin Neutralization
C04215,Zingiberaceae
C04216,Neprilysin Inhibitors
C04217,EGF Family of Proteins
C04218,Chromates
C04219,Chromium Compounds
C04220,Latex Hypersensitivity
C04221,Lewis X Antigen
C04222,Tryptophan Hydroxylase Inhibitors
C04223,Probiotics
C04224,Ericaceae
C04225,Vaccinium
C04226,Gallstones
C04227,Apiaceae
C04228,Lilianae
C04229,Zingiberales
C04230,Basidiomycota
C04231,Fungi
C04232,Zygophyllaceae
C04233,Fabaceae
C04234,Angelica
C04235,Salvia miltiorrhiza
C04236,Prunus
C04237,Rosaceae
C04238,Rosales
C04239,Oleaceae
C04240,Campanulaceae
C04241,Arecaceae
C04242,Live Attenuated Influenza A Virus Vaccine
C04243,Adenovirus Vaccines
C04244,Live Human Adenovirus Type 4 Vaccine
C04245,Live Attenuated Cholera Vaccine
C04246,Copper Absorption Inhibitor
C04247,Decreased Copper Ion Absorption
C04248,"Skin Ulcer, drug therapy"
C04249,"Administration, Topical"
C04250,Phosphorus Isotopes
C04251,Isocitrate Dehydrogenase 1 Inhibitor
C04252,Isocitrate dehydrogenase-1 (IDH1) inhibitors
C04253,Isocitrate Dehydrogenase-1 Inhibitors
C04254,alpha-Particle Emitting Activity
C04255,Decreased RNA Integrity
C04256,Increased Protein Breakdown
C04257,Small Interfering RNA
C04258,Transthyretin-directed RNA Interaction
C04259,"Contraceptive Devices, Female"
C04260,Drug Implants
C04261,Plantaginaceae
C04262,Nuclear Matrix-Associated Proteins
C04263,Live Human Adenovirus Type 7 Vaccine
C04264,Adoxaceae
C04265,Sambucus
C04266,Malpighiales
C04267,Salicaceae
C04268,Vanadium Compounds
C04269,Live Vaccinia Virus Vaccine
C04270,Recombinant Adenosine Deaminases
C04271,Synthetic Drugs
C04272,Tropomyosin Receptor Kinases Inhibitors
C04273,Interferon gamma Antagonists
C04274,Interferon gamma Blocker
C04275,Interferon-gamma
C04276,"Lymphohistiocytosis, Hemophagocytic"
C04277,CD123 Interaction
C04278,CD123 Interactions
C04279,Polygalaceae
C04280,Approved Treatments for COVID-19
C04281,SARS-CoV-2 Nucleotide Analog RNA Polymerase Inhibitor
C04282,Small Molecule Allosteric Inhibitor of the Phosphodiesterase-4D Enzyme
C04283,Melanoma-Specific Antigens
C04284,Glucokinase
C04285,"E-Selectin, antagonists & inhibitors"
C04286,Polyesters
C04287,Platelet-derived Growth Factor alpha Receptor Inhibitors
C04288,Stem Cell Factor (KIT) Receptor Inhibitors
C04289,"Arthritis, Rheumatoid, drug therapy"
C04290,Lymphocyte Activation Gene-3 Blocker
C04291,Interleukin-2
C04292,Secretoglobins
C04293,Diacylglycerol O-Acyltransferase
C04294,"Myelin-Associated Glycoprotein, antagonists & inhibitors"
C04295,Oligonucleotide Telomerase Inhibitor
C04296,"Telomerase, antagonists & inhibitors"
C04297,Neonatal Fc Receptor Blocker
C04298,Cardiac Myosin Inhibitor
C04299,"Janus Kinase 3, antagonists & inhibitors"
C04300,Vitamin K 2
C04301,Hemoglobin S Polymerization Inhibitors
C04302,Recombinant Protein Inhibitor of Complement Factor 5
C04303,Fabry Disease
C04304,Classical Complement Pathway Inhibitor
C04305,Antithrombin-directed RNA Interaction
C04306,Complement 5a Receptor Antagonist
C04307,Bruton's Tyrosine Kinase Inhibitors
C04308,Dental Implants
C04309,"Sarcoma, Experimental, chemically induced"
C04310,Cytochrome P-450 CYP2C18 Inhibitors
C04311,Cytochrome P-450 CYP2C18 Inhibitors (strength unknown)
C04312,Aminolevulinate Synthase 1-directed RNA Interaction
C04313,Aminolevulinate Synthase 1-Directed Small Interfering RNAs
C04314,Galactosamine
C04315,"Porphyrias, Hepatic"
C04316,Thymic Stromal Lymphopoietin Blocker
C04317,Human Growth Hormone Analogs
C04318,Lectins
C04319,"Receptor, Fibroblast Growth Factor, Type 2, antagonists & inhibitors"
C04320,Claudin 18.2-directed Cytolytic Antibody
C04321,beta-Cyclodextrins
C04322,"Glioma, drug therapy"
C04323,ADAM Proteins
C04324,ADAMTS Proteins
C04325,Glucose-dependent Insulinotropic Polypeptide Receptor Agonist
C04326,Anion Transport Proteins
C04327,ATP-Binding Cassette Transporters
C04328,Chloride Channels
C04329,"Cystic Fibrosis Transmembrane Conductance Regulator, agonists"
C04330,Ion Channels
C04331,Ion Pumps
C04332,Membrane Transport Proteins
C04333,Multidrug Resistance-Associated Proteins
C04334,Organic Anion Transporters
C04335,"Organic Anion Transporters, ATP-Dependent"
C04336,Glucagon Receptor Agonists
C04337,"Egg Proteins, Dietary"
C04338,Ovalbumin
C04339,Glyceryl Ethers
C04340,Interleukin-31 Receptor alpha Antagonist
C04341,Selectin Blocker
C04342,"Focal Adhesion Protein-Tyrosine Kinases, antagonists & inhibitors"
C04343,Phosphoinositide-3 Kinase Inhibitors
C04344,Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager
C04345,"Melanoma, therapy"
C04346,Perilla
C04347,Survival of Motor Neuron 2 Splicing Modifier
C04348,Cyanates
C04349,"Receptors, Pattern Recognition"
C04350,Toll-Like Receptors
C04351,"Receptors, Prostaglandin E, EP1 Subtype, antagonists & inhibitors"
C04352,Soy Foods
C04353,Angiopoietin-like 3 Inhibitor
C04354,Angiopoietin-like 3 Inhibitors
C04355,"Receptors, Atrial Natriuretic Factor, agonists"
C04356,Elastin
C04357,Transient Receptor Potential Channels
C04358,Cobalt Isotopes
C04359,Bispecific B-cell maturation antigen (BCMA)-directed CD3 T-cell engager
C04360,Complement Factor D Inhibitor
C04361,"Casein Kinase II, antagonists & inhibitors"
C04362,Factor XI
C04363,"Factor XIa, antagonists & inhibitors"
C04364,Neuropilin-1
C04365,Thioglucosides
C04366,Cyclin-dependent Kinase 4 Inhibitors
C04367,Cyclin-dependent Kinase 6 Inhibitors
C04368,Cystic Fibrosis Transmembrane Conductance Regulator Correctors
C04369,Inactivated Yersinia Pestis Vaccine
C04370,Hypoxia-inducible Factor Inhibitor
C04371,Bispecific HER2-directed Antibody
C04372,Cascara
C04373,Monkeypox Vaccines
C04374,Smallpox Vaccines
C04375,"Depression, Postpartum"
C04376,Cellular and Gene Therapy
C04377,Silk
C04378,"Antibodies, Bispecific"
C04379,Carbon-Carbon Lyases
C04380,RAS GTPase Inhibitors
C04381,Palladium
C04382,Atrial Natriuretic Factor
C04383,Disclosing Agent
C04384,Interleukin-36 Receptor Antagonist
C04385,Immunosuppression
C04386,"Receptors, Interleukin-2"
C04387,"Interleukin-12, antagonists & inhibitors"
C04388,Recombinant Humanized IgG4 Monoclonal Antibody Against pHERV-W Envelope Protein
C04389,COVID-19 Vaccines
C04390,mRNA Vaccines
C04391,"Vaccines, DNA"
C04392,Neurokinin 3 Receptor Antagonist
C04393,Human Immunodeficiency Virus 1 Capsid Inhibitor
C04394,Rearranged during Transfection (RET) Inhibitors
C04395,CD19-Directed Genetically Modified Autologous T-cell Immunotherapies
C04396,Immunologic Techniques
C04397,Investigative Techniques
C04398,"Receptors, Antigen, T-Cell"
C04399,"Receptors, Artificial"
C04400,"Receptors, Cytoplasmic and Nuclear"
C04401,Recombinant influenza vaccines
C04402,Calcium-Binding Proteins
C04403,Cytoskeletal Proteins
C04404,Intracellular Calcium-Sensing Proteins
C04405,Microfilament Proteins
C04406,"Chemokines, CC"
C04407,Trefoil Factors
C04408,Algestone
C04409,Pinus
C04410,Mycobacterium
C04411,"Vaccines, Acellular"
C04412,"Vaccines, Subunit"
C04413,Copper Radioisotopes
C04414,Treatments for Ebola Virus Disease
C04415,Cryptoxanthins
C04416,HAO1-directed Small Interfering Ribonucleic Acid (siRNA)
C04417,"Cataract, drug therapy"
C04418,"Dynamins, antagonists & inhibitors"
C04419,Thiosulfates
C04420,Neural Inhibition
C04421,Gallium Isotopes
C04422,D-Amino Acid Oxidase Inhibitor
C04423,"Antigens, Differentiation, T-Lymphocyte"
C04424,Costimulatory and Inhibitory T-Cell Receptors
C04425,Immune Checkpoint Proteins
C04426,Lymphocyte Activation
C04427,"Receptors, Vascular Endothelial Growth Factor"
C04428,Cognition
C04429,"Electron Transport Complex I, antagonists & inhibitors"
C04430,Nonsteroidal Mineralocorticoid-Receptor Antagonist
C04431,Complement Factor B Inhibitor
C04432,"Genes, Tumor Suppressor"
C04433,"Protein Kinase C-epsilon, antagonists & inhibitors"
C04434,CD19-Directed Monoclonal Antibodies
C04435,Ileal bile acid transport inhibitor
C04436,Ileal Bile Acid Transporter Inhibitor
C04437,"Anemia, Hemolytic, Congenital, drug therapy"
C04438,Pyruvate Kinase Activator
C04439,Liver Diseases
C04440,Sophora
C04441,Ureohydrolases
C04442,Paeonia
C04443,Dioxins and Dioxin-like Compounds
C04444,HIV Antibodies
C04445,Bispecific CD20-directed CD3 T Cell Engager
C04446,Zaire Ebolavirus Glycoprotein-directed Antibody
C04447,Colony Stimulating Factor-1 Receptor Blocker
C04448,Base Pair Mismatch
C04449,Poly C
C04450,Poly I
C04451,Polyribonucleotides
C04452,"RNA, Double-Stranded"
C04453,Sulfur Oxides
C04454,Poly I-C
C04455,Interleukin-15
C04456,"Receptors, Interleukin-15"
C04457,"Receptors, Neuropeptide"
C04458,"Receptors, Pituitary Adenylate Cyclase-Activating Polypeptide"
C04459,"Deoxyribonuclease I, antagonists & inhibitors"
C04460,Bacteria
C04461,Dental Alloys
C04462,Lactoferrin
C04463,Cetacea
C04464,Gentianaceae
C04465,Gentianales
C04466,Triticum
C04467,Brain
C04468,Fibrin
C04469,Amylin Receptor Agonists
C04470,Catechol Oxidase
C04471,Mixed Function Oxygenases
C04472,Monophenol Monooxygenase
C04473,"Monophenol Monooxygenase, antagonists & inhibitors"
C04474,"Monophenol Monooxygenase, drug effects"
C04475,Oxygenases
C04476,Cyclic Pyranopterin Monophosphate
C04477,Lauric Acids
C04478,Asparagales
C04479,Orchidaceae
C04480,Tyrosine Kinase 2 Inhibitor
C04481,Beta-Globulins
C04482,Fibroblasts
C04483,Keratinocytes
C04484,Diphtheria Toxin
C04485,"PPAR alpha, antagonists & inhibitors"
C04486,"Substance P, antagonists & inhibitors"
C04487,"Glucose Transporter Type 1, antagonists & inhibitors"
C04488,Methylglucosides
C04489,Cytochalasins
C04490,Radioligand Therapeutic Agent
C04491,Theranostic Nanomedicine
C04492,Monocyclic Sesquiterpenes
C04493,Goiter
C04494,"Receptor, Macrophage Colony-Stimulating Factor, antagonists & inhibitors"
C04495,"RNA Polymerase I, antagonists & inhibitors"
C04496,Pheromones
C04497,Depsides
C04498,Arabinose
C04499,Autologous Hematopoietic Stem Cell-Based Gene Therapy
C04500,Live Attenuated Influenza B Virus Vaccine
C04501,Oxaloacetates
C04502,Cholestenones
C04503,Ecdysteroids
C04504,Insect Hormones
C04505,Invertebrate Hormones
C04506,"Receptor, Muscarinic M1, agonists"
C04507,Myelin Basic Protein
C04508,"Cathepsins, antagonists & inhibitors"
C04509,Antisense Oligonucleotide Specific to the Antisense Transcript of UBE3A
C04510,Cholesterol 24S-Hydroxylase Inhibitor
C04511,"Non-Replicating Recombinant, Self-Complementary Adeno-Associated Virus Serotype 9 Containing the Human CLN3 Gene"
C04512,Aldehyde Oxidoreductases
C04513,"Glyceraldehyde-3-Phosphate Dehydrogenases, antagonists & inhibitors"
C04514,Oxidoreductases Acting on Aldehyde or Oxo Group Donors
C04515,Recombinant Humanized Anti-Tau Antibody
C04516,Proto-Oncogene Proteins c-bcl-2
C04517,"cdc25 Phosphatases, antagonists & inhibitors"
C04518,Phorbol Esters
C04519,Phorbols
C04520,Superoxides
C04521,Spiperone
C04522,Alkadienes
C04523,"Receptor, Metabotropic Glutamate 5, antagonists & inhibitors"
C04524,"Cells, Allogeneic"
C04525,"Cells, Cultured, Allogeneic"
C04526,Hematopoietic Stem Cells
C04527,"Pyruvate Dehydrogenase Complex, antagonists & inhibitors"
C04528,"Receptors, Colony-Stimulating Factor, antagonists & inhibitors"
C04529,Ruthenium
C04530,Menin Inhibitor
C04531,"Ribosome Inactivating Proteins, Type 2"
C04532,Anhydrides
C04533,Cell Cycle Proteins
C04534,Dual-Specificity Phosphatases
C04535,Multifunctional Enzymes
C04536,Phosphoprotein Phosphatases
C04537,Protein Tyrosine Phosphatases
C04538,DNA Nucleotidyltransferases
C04539,DNA-Directed DNA Polymerase
C04540,Nucleotidyltransferases
C04541,Poly-ADP-Ribose Binding Proteins
C04542,Ribonucleoproteins
C04543,RNA-Binding Proteins
C04544,Stroke
C04545,Porphyrias
C04546,Melanoma
C04547,Sphingolipid Activator Proteins
C04548,Hyperpolarized Contrast Agent
C04549,Boranes
C04550,Boron Neutron Capture Therapy
C04551,"Receptors, TNF-Related Apoptosis-Inducing Ligand, agonists"
C04552,Norleucine
C04553,Germanium
C04554,Natriuresis
C04555,beta-N-Acetylhexosaminidases
C04556,Hexosaminidases
C04557,ABO Blood-Group System
C04558,"Anemia, Sickle Cell, drug therapy"
C04559,Respiratory syncytial virus (RSV) vaccines
C04560,Respiratory Syncytial Viruses
C04561,Flocculation
C04562,Semifluorinated Alkane
C04563,"Proinsulin, immunology"
C04564,S-Nitrosothiols
C04565,"Receptor, Anaphylatoxin C5a, antagonists & inhibitors"
C04566,Ectoparasiticide
C04567,"Amyloidosis, prevention & control"
C04568,Adenosine A3 Receptor Antagonists
C04569,Telomerase
C04570,"Enzyme Induction, drug effects"
C04571,"Receptors, Calcium-Sensing, antagonists & inhibitors"
C04572,Streptococcus agalactiae
C04573,"Iodide Peroxidase, antagonists & inhibitors"
C04574,Macrophage Activation
C04575,"Xanthine Oxidase, antagonists & inhibitors"
