drug_id,category
DB01108,Narrow Therapeutic Index Drugs
DB01108,Oxidative Phosphorylation Coupling Factors
DB01108,Reproductive Control Agents
DB01108,Steroids
DB01108,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
DB01108,Testosterone Congeners
DB01109,Agents causing hyperkalemia
DB01109,Anticoagulants
DB01109,Antivaricose Therapy
DB01109,Blood and Blood Forming Organs
DB01109,Carbohydrates
DB01109,Cardiovascular Agents
DB01109,Fibrin Modulating Agents
DB01109,Glycosaminoglycans
DB01109,Hematologic Agents
DB01109,Heparin and similars
DB01109,Heparin Group
DB01109,Heparins or Heparinoids for Topical Use
DB01109,Miscellaneous Therapeutic Agents
DB01109,Narrow Therapeutic Index Drugs
DB01109,Ophthalmologicals
DB01109,Polysaccharides
DB01109,Sensory Organs
DB01109,Thyroxine-binding globulin substrates
DB01109,Vasoprotectives
DB01110,14-alpha Demethylase Inhibitors
DB01110,Anti-Infective Agents
DB01110,Antifungal Agents
DB01110,Antifungal Agents (Vaginal)
DB01110,Antifungals for Dermatological Use
DB01110,Antifungals for Topical Use
DB01110,Antiinfectives and Antiseptics for Local Oral Treatment
DB01110,Azole Antifungals
DB01110,Chemically-Induced Disorders
DB01110,Cytochrome P-450 CYP2A6 Inhibitors
DB01110,Cytochrome P-450 CYP2A6 Inhibitors (strong)
DB01110,Cytochrome P-450 CYP2B6 Inhibitors
DB01110,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)
DB01110,Cytochrome P-450 CYP2C19 Inhibitors
DB01110,Cytochrome P-450 CYP2C19 Inhibitors (strong)
DB01110,Cytochrome P-450 CYP2C8 Inhibitors
DB01110,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
DB01110,Cytochrome P-450 CYP2C9 Inhibitors
DB01110,Cytochrome P-450 CYP2C9 Inhibitors (moderate)
DB01110,Cytochrome P-450 CYP2C9 Inhibitors (strong)
DB01110,Cytochrome P-450 CYP2D6 Inhibitors
DB01110,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01110,Cytochrome P-450 CYP2E1 Inhibitors
DB01110,Cytochrome P-450 CYP2E1 Inhibitors (strong)
DB01110,Cytochrome P-450 CYP3A Inhibitors
DB01110,Cytochrome P-450 CYP3A4 Inhibitors
DB01110,Cytochrome P-450 CYP3A4 Inhibitors (moderate)
DB01110,Cytochrome P-450 Enzyme Inhibitors
DB01110,Dermatologicals
DB01110,Enzyme Inhibitors
DB01110,Genito Urinary System and Sex Hormones
DB01110,Gynecological Antiinfectives and Antiseptics
DB01110,Hormone Antagonists
DB01110,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB01110,Imidazole and Triazole Derivatives
DB01110,Imidazole Derivatives
DB01110,Imidazoles
DB01110,Intestinal Antiinfectives
DB01110,Otologicals
DB01110,P-glycoprotein inhibitors
DB01110,Sensory Organs
DB01110,Steroid Synthesis Inhibitors
DB01110,Stomatological Preparations
DB01110,"Vaginal Creams, Foams, and Jellies"
DB01111,Agents that produce neuromuscular block (indirect)
DB01111,"Amino Acids, Peptides, and Proteins"
DB01111,Antimicrobial Cationic Peptides
DB01111,Antimicrobial Peptides
DB01111,Lipids
DB01111,Lipopeptides
DB01111,Membrane Proteins
DB01111,Nephrotoxic agents
DB01111,Peptides
DB01111,"Peptides, Cyclic"
DB01111,Polymyxin-class Antibacterial
DB01111,Polymyxins
DB01111,Pore Forming Cytotoxic Proteins
DB01111,Proteins
DB01112,Amides
DB01112,Anti-Bacterial Agents
DB01112,Anti-Infective Agents
DB01112,Antibacterials for Systemic Use
DB01112,Antiinfectives for Systemic Use
DB01112,beta-Lactams
DB01112,Cephalosporins
DB01112,"Heterocyclic Compounds, Fused-Ring"
DB01112,Lactams
DB01112,Nephrotoxic agents
DB01112,Ophthalmologicals
DB01112,Second-Generation Cephalosporins
DB01112,Sensory Organs
DB01112,Sulfur Compounds
DB01112,Thiazines
DB01113,Alimentary Tract and Metabolism
DB01113,Alkaloids
DB01113,Benzylisoquinolines
DB01113,Cardiovascular Agents
DB01113,Drugs for Functional Gastrointestinal Disorders
DB01113,Drugs Used in Erectile Dysfunction
DB01113,Enzyme Inhibitors
DB01113,Genito Urinary System and Sex Hormones
DB01113,Genitourinary Agents
DB01113,"Heterocyclic Compounds, Fused-Ring"
DB01113,Hypotensive Agents
DB01113,Isoquinolines
DB01113,Miscellaneous Vasodilatating Agents
DB01113,Moderate Risk QTc-Prolonging Agents
DB01113,Opiate Alkaloids
DB01113,Papaverine and Derivatives
DB01113,Phosphodiesterase Inhibitors
DB01113,QTc Prolonging Agents
DB01113,Urological Agents
DB01113,Urologicals
DB01113,Vasodilating Agents
DB01114,Anti-Allergic Agents
DB01114,Antidepressive Agents
DB01114,Antihistamines for Systemic Use
DB01114,Antipruritics
DB01114,Central Nervous System Depressants
DB01114,Combined Inhibitors of Serotonin/Norepinephrine Reuptake
DB01114,Cytochrome P-450 CYP2D6 Inhibitors
DB01114,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01114,Cytochrome P-450 CYP2D6 Substrates
DB01114,Cytochrome P-450 CYP3A Substrates
DB01114,Cytochrome P-450 CYP3A4 Substrates
DB01114,Cytochrome P-450 CYP3A5 Substrates
DB01114,Cytochrome P-450 CYP3A7 Substrates
DB01114,Cytochrome P-450 Enzyme Inhibitors
DB01114,Cytochrome P-450 Substrates
DB01114,Dermatologicals
DB01114,Histamine Agents
DB01114,Histamine Antagonists
DB01114,Histamine H1 Antagonists
DB01114,Moderate Risk QTc-Prolonging Agents
DB01114,Neurotransmitter Agents
DB01114,OCT1 inhibitors
DB01114,OCT2 Inhibitors
DB01114,Propylamine Derivatives
DB01114,Pyridines
DB01114,QTc Prolonging Agents
DB01114,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01114,Serotonin Agents
DB01114,Serotonin Modulators
DB01114,Substituted Alkylamines
DB01115,Agents causing hyperkalemia
DB01115,Antiarrhythmic agents
DB01115,Antihypertensive Agents
DB01115,Antihypertensive Agents Indicated for Hypertension
DB01115,Beta blocking agents and calcium channel blockers
DB01115,Bradycardia-Causing Agents
DB01115,BSEP/ABCB11 Inhibitors
DB01115,BSEP/ABCB11 Substrates
DB01115,Calcium Channel Blockers
DB01115,Calcium Channel Blockers (Dihydropyridine)
DB01115,Calcium Channel Blockers and Diuretics
DB01115,Calcium-Regulating Hormones and Agents
DB01115,Cardiovascular Agents
DB01115,Cytochrome P-450 CYP1A2 Inhibitors
DB01115,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
DB01115,Cytochrome P-450 CYP1A2 Substrates
DB01115,Cytochrome P-450 CYP2A6 Substrates
DB01115,Cytochrome P-450 CYP2B6 Inducers
DB01115,Cytochrome P-450 CYP2B6 Inducers (strength unknown)
DB01115,Cytochrome P-450 CYP2C8 Inhibitors
DB01115,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
DB01115,Cytochrome P-450 CYP2C9 Inducers
DB01115,Cytochrome P-450 CYP2C9 Inducers (strength unknown)
DB01115,Cytochrome P-450 CYP2C9 Inhibitors
DB01115,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01115,Cytochrome P-450 CYP2D6 Inhibitors
DB01115,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01115,Cytochrome P-450 CYP2D6 Substrates
DB01115,Cytochrome P-450 CYP2E1 Inhibitors
DB01115,Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)
DB01115,Cytochrome P-450 CYP3A Inducers
DB01115,Cytochrome P-450 CYP3A Inhibitors
DB01115,Cytochrome P-450 CYP3A Substrates
DB01115,Cytochrome P-450 CYP3A4 Inducers
DB01115,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
DB01115,Cytochrome P-450 CYP3A4 Inhibitors
DB01115,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01115,Cytochrome P-450 CYP3A4 Substrates
DB01115,Cytochrome P-450 CYP3A5 Substrates
DB01115,Cytochrome P-450 CYP3A7 Substrates
DB01115,Cytochrome P-450 Enzyme Inducers
DB01115,Cytochrome P-450 Enzyme Inhibitors
DB01115,Cytochrome P-450 Substrates
DB01115,Dihydropyridine Derivatives
DB01115,Dihydropyridines
DB01115,Drugs that are Mainly Renally Excreted
DB01115,Hypotensive Agents
DB01115,Membrane Transport Modulators
DB01115,Moderate Risk QTc-Prolonging Agents
DB01115,Negative Inotrope
DB01115,OATP1B1/SLCO1B1 Inhibitors
DB01115,P-glycoprotein inducers
DB01115,P-glycoprotein inhibitors
DB01115,P-glycoprotein substrates
DB01115,Pyridines
DB01115,QTc Prolonging Agents
DB01115,Reproductive Control Agents
DB01115,Selective Calcium Channel Blockers With Mainly Vascular Effects
DB01115,Tocolytic Agents
DB01115,Vasodilating Agents
DB01116,"Adjuvants, Anesthesia"
DB01116,"Antiadrenergic Agents, Ganglion-Blocking"
DB01116,Anticholinergic Agents
DB01116,Antihypertensive Agents
DB01116,Autonomic Agents
DB01116,Cardiovascular Agents
DB01116,Central Nervous System Agents
DB01116,Cholinergic Agents
DB01116,Cholinesterase substrates
DB01116,Ganglion Blockers
DB01116,Imidazoles
DB01116,Neurotransmitter Agents
DB01116,Nicotinic Antagonists
DB01116,Peripheral Nervous System Agents
DB01116,Sulfonium Derivatives
DB01116,Vasodilating Agents
DB01117,Anti-Infective Agents
DB01117,Antibiotics for Pneumocystis Pneumonia
DB01117,Antimalarials
DB01117,Antiparasitic Agents
DB01117,"Antiparasitic Products, Insecticides and Repellents"
DB01117,Antiprotozoals
DB01117,Biguanides
DB01117,Cytochrome P-450 CYP2C9 Inhibitors
DB01117,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01117,Cytochrome P-450 CYP3A Substrates
DB01117,Cytochrome P-450 CYP3A4 Substrates
DB01117,Cytochrome P-450 Enzyme Inhibitors
DB01117,Cytochrome P-450 Substrates
DB01117,Enzyme Inhibitors
DB01117,Miscellaneous Antiprotozoals
DB01117,Naphthalenes
DB01117,Naphthoquinones
DB01117,P-glycoprotein inhibitors
DB01117,Quinones
DB01118,Agents causing hyperkalemia
DB01118,Agents Causing Muscle Toxicity
DB01118,"alpha-Galactosidase, antagonists & inhibitors"
DB01118,Antiarrhythmic agents
DB01118,"Antiarrhythmics, Class III"
DB01118,Benzofurans
DB01118,Bradycardia-Causing Agents
DB01118,BSEP/ABCB11 Inhibitors
DB01118,BSEP/ABCB11 Substrates
DB01118,BSEP/ABCB11 Substrates with a Narrow Therapeutic Index
DB01118,Calcium Channel Blockers
DB01118,Cardiac Therapy
DB01118,Cardiovascular Agents
DB01118,Cytochrome P-450 CYP1A1 Substrates
DB01118,Cytochrome P-450 CYP1A2 Inhibitors
DB01118,Cytochrome P-450 CYP1A2 Inhibitors (strong)
DB01118,Cytochrome P-450 CYP2A6 Inhibitors
DB01118,Cytochrome P-450 CYP2A6 Inhibitors (moderate)
DB01118,Cytochrome P-450 CYP2C19 Inhibitors
DB01118,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
DB01118,Cytochrome P-450 CYP2C19 Inhibitors (weak)
DB01118,Cytochrome P-450 CYP2C19 Substrates
DB01118,Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index
DB01118,Cytochrome P-450 CYP2C8 Substrates
DB01118,Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index
DB01118,Cytochrome P-450 CYP2C9 Inhibitors
DB01118,Cytochrome P-450 CYP2C9 Inhibitors (moderate)
DB01118,Cytochrome P-450 CYP2D6 Inhibitors
DB01118,Cytochrome P-450 CYP2D6 Inhibitors (weak)
DB01118,Cytochrome P-450 CYP3A Inhibitors
DB01118,Cytochrome P-450 CYP3A Substrates
DB01118,Cytochrome P-450 CYP3A4 Inhibitors
DB01118,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01118,Cytochrome P-450 CYP3A4 Inhibitors (strong)
DB01118,Cytochrome P-450 CYP3A4 Substrates
DB01118,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
DB01118,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
DB01118,Cytochrome P-450 Enzyme Inhibitors
DB01118,Cytochrome P-450 Substrates
DB01118,Drugs causing inadvertant photosensitivity
DB01118,Enzyme Inhibitors
DB01118,"Heterocyclic Compounds, Fused-Ring"
DB01118,Highest Risk QTc-Prolonging Agents
DB01118,Hypotensive Agents
DB01118,Membrane Transport Modulators
DB01118,Narrow Therapeutic Index Drugs
DB01118,OCT2 Inhibitors
DB01118,P-glycoprotein inducers
DB01118,P-glycoprotein inhibitors
DB01118,Photosensitizing Agents
DB01118,Potassium Channel Blockers
DB01118,QTc Prolonging Agents
DB01118,Sodium Channel Blockers
DB01118,Vasodilating Agents
DB01119,Antihypertensive Agents
DB01119,"Arteriolar Smooth Muscle, Agents Acting On"
DB01119,BCRP/ABCG2 Substrates
DB01119,Benzothiadiazines
DB01119,Cardiovascular Agents
DB01119,Cytochrome P-450 CYP1A2 Inhibitors
DB01119,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
DB01119,Cytochrome P-450 CYP1A2 Substrates
DB01119,Cytochrome P-450 CYP3A Substrates
DB01119,Cytochrome P-450 CYP3A4 Substrates
DB01119,Cytochrome P-450 Enzyme Inhibitors
DB01119,Cytochrome P-450 Substrates
DB01119,Direct Vasodilators
DB01119,"Heterocyclic Compounds, Fused-Ring"
DB01119,Hyperglycemia-Associated Agents
DB01119,Hypoglycemia-Treating Agents
DB01119,Hypotensive Agents
DB01119,OAT1/SLC22A6 inhibitors
DB01119,OAT3/SLC22A8 Inhibitors
DB01119,OAT3/SLC22A8 Substrates
DB01119,Potassium Channel Opener
DB01119,Sulfonamides
DB01119,Sulfones
DB01119,Sulfur Compounds
DB01119,Thiazide Derivatives
DB01119,Vasodilating Agents
DB01120,Alimentary Tract and Metabolism
DB01120,Amides
DB01120,Benzene Derivatives
DB01120,Benzenesulfonamides
DB01120,Blood Glucose Lowering Agents
DB01120,Cytochrome P-450 CYP2C19 Substrates
DB01120,Cytochrome P-450 CYP2C9 Substrates
DB01120,Cytochrome P-450 Substrates
DB01120,Drugs Used in Diabetes
DB01120,Genito Urinary System and Sex Hormones
DB01120,Gynecological Antiinfectives and Antiseptics
DB01120,Hypoglycemia-Associated Agents
DB01120,Insulin Secretagogues
DB01120,Oral Hypoglycemics
DB01120,Sulfonamides
DB01120,Sulfones
DB01120,Sulfonylureas
DB01120,Sulfur Compounds
DB01121,Acetamides
DB01121,Amides
DB01121,Anticonvulsants
DB01121,Benzene Derivatives
DB01121,Central Nervous System Depressants
DB01121,Nervous System
DB01122,Amines
DB01122,Autonomic Agents
DB01122,Benzylammonium Compounds
DB01122,Cholinergic Agents
DB01122,Cholinesterase Inhibitors
DB01122,Enzyme Inhibitors
DB01122,Nervous System
DB01122,Neurotransmitter Agents
DB01122,Onium Compounds
DB01122,Parasympathomimetics
DB01122,Peripheral Nervous System Agents
DB01122,Quaternary Ammonium Compounds
DB01123,Acridines
DB01123,Aminoacridines
DB01123,Anti-Infective Agents
DB01123,"Anti-Infective Agents, Local"
DB01123,"Heterocyclic Compounds, Fused-Ring"
DB01124,Alimentary Tract and Metabolism
DB01124,Amides
DB01124,Benzene Derivatives
DB01124,Benzenesulfonamides
DB01124,Blood Glucose Lowering Agents
DB01124,Cytochrome P-450 CYP2C18 Substrates
DB01124,Cytochrome P-450 CYP2C19 Substrates
DB01124,Cytochrome P-450 CYP2C8 Inhibitors
DB01124,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
DB01124,Cytochrome P-450 CYP2C8 Substrates
DB01124,Cytochrome P-450 CYP2C9 Substrates
DB01124,Cytochrome P-450 Enzyme Inhibitors
DB01124,Cytochrome P-450 Substrates
DB01124,Diagnostic Agents
DB01124,Drugs that are Mainly Renally Excreted
DB01124,Drugs Used in Diabetes
DB01124,Genito Urinary System and Sex Hormones
DB01124,Gynecological Antiinfectives and Antiseptics
DB01124,Hypoglycemia-Associated Agents
DB01124,Insulin Secretagogues
DB01124,OAT1/SLC22A6 inhibitors
DB01124,OATP2B1/SLCO2B1 substrates
DB01124,Oral Hypoglycemics
DB01124,Sulfonamides
DB01124,Sulfones
DB01124,Sulfonylureas
DB01124,Sulfur Compounds
DB01124,Tests for Diabetes
DB01125,Indans
DB01125,Indenes
DB01126,5-alpha Reductase Inhibitors
DB01126,Adrenergic alpha-Antagonists
DB01126,Adrenergic Antagonists
DB01126,Agents that produce hypertension
DB01126,Azasteroids
DB01126,Cytochrome P-450 CYP3A Substrates
DB01126,Cytochrome P-450 CYP3A5 Substrates
DB01126,Cytochrome P-450 Substrates
DB01126,Drugs Used in Benign Prostatic Hypertrophy
DB01126,Enzyme Inhibitors
DB01126,Fused-Ring Compounds
DB01126,Genito Urinary System and Sex Hormones
DB01126,Hormone Antagonists
DB01126,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB01126,Steroid Synthesis Inhibitors
DB01126,Steroids
DB01126,Urologicals
DB01127,14-alpha Demethylase Inhibitors
DB01127,Anti-Infective Agents
DB01127,Antifungal Agents
DB01127,Antifungal Agents (Vaginal)
DB01127,Antifungals for Dermatological Use
DB01127,Antifungals for Topical Use
DB01127,Azole Antifungals
DB01127,Cytochrome P-450 CYP2E1 Inhibitors
DB01127,Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)
DB01127,Cytochrome P-450 CYP3A Inhibitors
DB01127,Cytochrome P-450 CYP3A4 Inhibitors
DB01127,Cytochrome P-450 CYP3A4 Inhibitors (strong)
DB01127,Cytochrome P-450 Enzyme Inhibitors
DB01127,Dermatologicals
DB01127,Enzyme Inhibitors
DB01127,Genito Urinary System and Sex Hormones
DB01127,Gynecological Antiinfectives and Antiseptics
DB01127,Hormone Antagonists
DB01127,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB01127,Imidazole and Triazole Derivatives
DB01127,Imidazole Derivatives
DB01127,Imidazoles
DB01127,P-glycoprotein inhibitors
DB01127,Steroid Synthesis Inhibitors
DB01128,Amides
DB01128,Amines
DB01128,Androgen Receptor Antagonists
DB01128,Androgen Receptor Inhibitors
DB01128,Aniline Compounds
DB01128,Antiandrogens
DB01128,"Antiandrogens, non-steroidal"
DB01128,Antineoplastic Agents
DB01128,Antineoplastic and Immunomodulating Agents
DB01128,Benzene Derivatives
DB01128,Cytochrome P-450 CYP2C19 Inhibitors
DB01128,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
DB01128,Cytochrome P-450 CYP2C9 Inhibitors
DB01128,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01128,Cytochrome P-450 CYP2D6 Inhibitors
DB01128,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB01128,Cytochrome P-450 CYP3A Inhibitors
DB01128,Cytochrome P-450 CYP3A Substrates
DB01128,Cytochrome P-450 CYP3A4 Inhibitors
DB01128,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01128,Cytochrome P-450 CYP3A4 Inhibitors (weak)
DB01128,Cytochrome P-450 CYP3A4 Substrates
DB01128,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
DB01128,Cytochrome P-450 Enzyme Inhibitors
DB01128,Cytochrome P-450 Substrates
DB01128,Endocrine Therapy
DB01128,Hormone Antagonists
DB01128,Hormone Antagonists and Related Agents
DB01128,Hormones and Related Agents
DB01128,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB01128,Narrow Therapeutic Index Drugs
DB01128,P-glycoprotein inhibitors
DB01128,Sulfones
DB01128,Sulfur Compounds
DB01129,2-Pyridinylmethylsulfinylbenzimidazoles
DB01129,Acetates
DB01129,Acid Reducers
DB01129,"Acids, Acyclic"
DB01129,Alimentary Tract and Metabolism
DB01129,Anti-Ulcer Agents
DB01129,Antiinflammatory and Antirheumatic Products
DB01129,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
DB01129,"Antiinflammatory Preparations, Non-Steroids for Topical Use"
DB01129,BCRP/ABCG2 Inhibitors
DB01129,Benzimidazoles
DB01129,Butylpyrazolidines
DB01129,Cytochrome P-450 CYP1A2 Inducers
DB01129,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
DB01129,Cytochrome P-450 CYP1A2 Inhibitors
DB01129,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
DB01129,Cytochrome P-450 CYP2C19 Inhibitors
DB01129,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
DB01129,Cytochrome P-450 CYP2C19 Substrates
DB01129,Cytochrome P-450 CYP2C8 Inhibitors
DB01129,Cytochrome P-450 CYP2C8 Inhibitors (moderate)
DB01129,Cytochrome P-450 CYP2C9 Inhibitors
DB01129,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
DB01129,Cytochrome P-450 CYP2D6 Inhibitors
DB01129,Cytochrome P-450 CYP2D6 Inhibitors (weak)
DB01129,Cytochrome P-450 CYP3A Inhibitors
DB01129,Cytochrome P-450 CYP3A Substrates
DB01129,Cytochrome P-450 CYP3A4 Inhibitors
DB01129,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
DB01129,Cytochrome P-450 CYP3A4 Substrates
DB01129,Cytochrome P-450 Enzyme Inducers
DB01129,Cytochrome P-450 Enzyme Inhibitors
DB01129,Cytochrome P-450 Substrates
DB01129,Drugs for Acid Related Disorders
DB01129,Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)
DB01129,Drugs that are Mainly Renally Excreted
DB01129,Enzyme Inhibitors
DB01129,Gastric Acid Lowering Agents
DB01129,Gastrointestinal Agents
DB01129,"Heterocyclic Compounds, Fused-Ring"
DB01129,Hydroxy Acids
DB01129,Musculo-Skeletal System
DB01129,Proton Pump Inhibitors
DB01129,Proton-pump Inhibitors
DB01129,Pyrazoles
DB01129,Pyrazolones
DB01129,Pyridines
DB01129,Sulfoxides
DB01129,Sulfur Compounds
DB01129,Topical Products for Joint and Muscular Pain
DB01130,Adrenal Cortex Hormones
DB01130,Anti-Inflammatory Agents
DB01130,Corticosteroid Hormone Receptor Agonists
DB01130,Corticosteroids
DB01130,"Corticosteroids, Dermatological Preparations"
DB01130,"Corticosteroids, Potent (Group III)"
DB01130,Cytochrome P-450 CYP3A Inducers
DB01130,Cytochrome P-450 CYP3A Substrates
DB01130,Cytochrome P-450 CYP3A4 Inducers
DB01130,Cytochrome P-450 CYP3A4 Substrates
DB01130,Cytochrome P-450 Enzyme Inducers
DB01130,Cytochrome P-450 Substrates
DB01130,Dermatologicals
DB01130,Fused-Ring Compounds
DB01130,Hormones
DB01130,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB01130,Immunosuppressive Agents
DB01130,Pregnadienes
DB01130,Pregnadienetriols
DB01130,Pregnanes
DB01130,Steroids
DB01131,Amidines
DB01131,Anti-Infective Agents
DB01131,Antimalarials
