synonym_id,synonym
SYN08847,"6-(5-Chloro-2-pyridinyl)-7-oxo-6,7-dihydro-5H-pyrrolo[3,4-b]pyrazin-5-yl 4-methyl-1-piperazinecarboxylate"
SYN08848,Zopiclona
SYN08849,Zopiclone
SYN08850,Zopiclonum
SYN08851,(+)-tubocurarine
SYN08852,"7',12'-dihydroxy-6,6'-dimethoxy-2,2',2'-trimethyltubocuraranium"
SYN08853,d-tubocurarine
SYN08854,Tubocurarin
SYN08855,Tubocurarine
SYN08856,Tubocurarinum
SYN08857,2-Bromo-alpha-ergocryptine
SYN08858,2-Bromo-alpha-ergokryptin
SYN08859,2-Bromo-alpha-ergokryptine
SYN08860,2-bromo-α-ergocryptine
SYN08861,2-bromo-α-ergokryptin
SYN08862,2-bromo-α-ergokryptine
SYN08863,Bromocriptina
SYN08864,Bromocriptine
SYN08865,Bromocriptinum
SYN08866,Bromocryptine
SYN08867,Bromoergocriptine
SYN08868,Bromoergocryptine
SYN08869,3-(((4-Cyclopentyl-1-piperazinyl)imino)methyl)rifamycin
SYN08870,Cyclopentylrifampicin
SYN08871,Rifapentin
SYN08872,Rifapentine
SYN08873,Levetiracetam
SYN08874,Lévétiracetam
SYN08875,Levetiracetame
SYN08876,Levetiracetamum
SYN08877,Nadolol
SYN08878,"1,4-Bis(2-(2-hydroxyethylamino)ethyl)amino)-5,8-dihydroxyanthraquinone"
SYN08879,Mitoxantrona
SYN08880,Mitoxantrone
SYN08881,Mitoxantronum
SYN08882,Flumazenil
SYN08883,Flumazenilo
SYN08884,Flumazenilum
SYN08885,Flumazepil
SYN08886,1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea
SYN08887,1-(2-chloroethyl)-3-cyclohexylnitrosourea
SYN08888,Chloroethylcyclohexylnitrosourea
SYN08889,CINU
SYN08890,Cyclohexyl chloroethyl nitrosourea
SYN08891,Lomustina
SYN08892,Lomustine
SYN08893,Lomustinum
SYN08894,N-(2-chloroethyl)-N'-cyclohexyl-N-nitrosourea
SYN08895,Ridogrel
SYN08896,Ridogrelum
SYN08897,"cis-5-Amino-1-cyclopropyl-7-(3,5-dimethyl-1-piperazinyl)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid"
SYN08898,Sparfloxacin
SYN08899,"(−)-13β-amino-5,6,7,8,9,10,11α,12-octahydro-5α-methyl-5,11-methanobenzocyclodecen-3-ol"
SYN08900,Dezocina
SYN08901,Dezocine
SYN08902,Dezocinum
SYN08903,(-)-Bunolol
SYN08904,"(S)-5-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)-3,4-dihydro-1(2H)-naphthalenone"
SYN08905,Levobunolol
SYN08906,Levobunololum
SYN08907,6-O-methyl erythromycin
SYN08908,6-O-methylerythromycin
SYN08909,6-O-methylerythromycin A
SYN08910,CLA
SYN08911,Clarithromycin
SYN08912,Clarithromycina
SYN08913,Clarithromycine
SYN08914,Clarithromycinum
SYN08915,Claritromicina
SYN08916,Ceftriaxona
SYN08917,Ceftriaxone
SYN08918,Ceftriaxonum
SYN08919,Rocephin
SYN08920,4-methylpyrazol
SYN08921,4-methylpyrazole
SYN08922,Fomepizol
SYN08923,Fomepizole
SYN08924,Fomepizolum
SYN08925,(±)-metipranolol
SYN08926,"Acetic acid 4-(2-hydroxy-3-isopropylamino-propoxy)-2,3,6-trimethyl-phenyl ester"
SYN08927,Metipranolol
SYN08928,Metipranololum
SYN08929,"8-chloro-6-phenyl-4H-s-triazolo(4,3-a)(1,4)benzodiazepine"
SYN08930,Estazolam
SYN08931,Estazolamum
SYN08932,"(5alpha,17beta)-(1,1-Dimethylethyl)-3-oxo-4-azaandrost-1-ene-17-carboxamide"
SYN08933,Finasterida
SYN08934,Finasteride
SYN08935,Finasteridum
SYN08936,Anastrozol
SYN08937,Anastrozole
SYN08938,anatrozole
SYN08939,"α,α,α',α'-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile"
SYN08940,Halofantrina
SYN08941,Halofantrine
SYN08942,Halofantrinum
SYN08943,1-((5-(p-nitrophenyl)furfurylidene)amino)hydantoin
SYN08944,Dantrolene
SYN08945,Dantroleno
SYN08946,Dantrolenum
SYN08947,Rifamycin L 105
SYN08948,Rifamycin L 105SV
SYN08949,Rifaxidin
SYN08950,Rifaximin
SYN08951,Rifaximina
SYN08952,Rifaximine
SYN08953,Rifaximinun
SYN08954,(+-)-Ketamine
SYN08955,(±)-ketamine
SYN08956,2-(2-Chloro-phenyl)-2-methylamino-cyclohexanone
SYN08957,2-(methylamino)-2-(2-chlorophenyl)cyclohexanone
SYN08958,2-(o-chlorophenyl)-2-(methylamino)-cyclohexanone
SYN08959,DL-ketamine
SYN08960,Ketamina
SYN08961,Ketamine
SYN08962,Kétamine
SYN08963,Ketaminum
SYN08964,NMDA
SYN08965,Special K
SYN08966,"(11β,16α)-16,17-(Butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione"
SYN08967,Budesónida
SYN08968,budesonida
SYN08969,Budesonide
SYN08970,Aminofilina
SYN08971,Aminophyllin
SYN08972,Aminophylline
SYN08973,Aminophyllinum
SYN08974,Theophyline ethylenediamine
SYN08975,Theophylline ethylenediamine
SYN08976,"2-[2-(4-Dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanol"
SYN08977,Quetiapina
SYN08978,Quetiapine
SYN08979,Quétiapine
SYN08980,Quetiapinum
SYN08981,Enoxaparin
SYN08982,Énoxaparine
SYN08983,Mivacurium
SYN08984,(-)-alpha-Acetylmethadol
SYN08985,"(1S,4S)-4-(dimethylamino)-1-ethyl-2,2-diphenylpentyl acetate"
SYN08986,1-alpha-Acetylmethadol
SYN08987,LAAM
SYN08988,Levacetilmetadol
SYN08989,Levacetylmethadol
SYN08990,Levacetylmethadolum
SYN08991,Levo-alpha-acetylmethadol
SYN08992,Levo-methadyl acetate
SYN08993,Levo-α-acetylmethadol
SYN08994,Levomethadyl
SYN08995,Levomethadyl acetate
SYN08996,(±)-2'-[2-(1-methyl-2-piperidyl)ethyl]-p-anisanilide
SYN08997,(±)-4-methoxy-N-(2-(2-(1-methyl-2-piperidinyl)ethyl)phenyl)benzamide
SYN08998,4-methoxy-2'-[2-(1-methyl-2-piperidyl)ethyl]benzanilide
SYN08999,4-Methoxy-N-{2-[2-(1-methyl-piperidin-2-yl)-ethyl]-phenyl}-benzamide
SYN09000,Encainida
SYN09001,Encainide
SYN09002,Encainidum
SYN09003,"5beta,20-Epoxy-1,2-alpha,4,7beta,10beta,13alpha-hexahydroxytax-11-en-9-one 4,10-diacetate 2-benzoate 13-ester with (2R,3S)-N-benzoyl-3-phenylisoserine"
SYN09004,ABI-007 COMPONENT PACLITAXEL
SYN09005,"BENZENEPROPANOIC ACID, .BETA.-(BENZOYLAMINO)-.ALPHA.-HYDROXY-, (2AR,4S,4AS,6R,9S,11S,12S,12AR,12BS)-6,12B-BIS(ACETYLOXY)-12-(BENZOYLOXY)-2A,3,4,4A,5,6,9,10,11,12,12A,12B-DODECAHYDRO-4,11-DIHYDROXY-4A,8,13,13-TETRAMETHYL-5-OXO-7,11-METHANO-1H-CYCLODECA(3,"
SYN09006,liposomal encapsulated paclitaxel
SYN09007,Nab paclitaxel
SYN09008,nab-paclitaxel
SYN09009,NAB-PACLITAXEL COMPONENT PACLITAXEL
SYN09010,nab-Palitaxel
SYN09011,nabpaclitaxel
SYN09012,Nanoparticle Albumin-bound Paclitaxel
SYN09013,Nanoparticulate paclitaxel
SYN09014,Paclitaxel
SYN09015,paclitaxel protein-bound particles
SYN09016,Paclitaxel protein-bound particles for injection suspension
SYN09017,Taxol A
SYN09018,pemolina
SYN09019,Pemoline
SYN09020,"alpha,alpha-Diphenyl-1-piperidinebutanol"
SYN09021,Difenidol
SYN09022,Difénidol
SYN09023,Difenidolo
SYN09024,Difenidolum
SYN09025,Diphenidol
SYN09026,Diphenyl(3-(1-piperidyl)propyl)carbinol
SYN09027,Saquinavir
SYN09028,"2-methoxy-4-amino-5-chloro-N,N-(dimethylaminoethyl)benzamide"
SYN09029,2-methoxy-5-chloroprocainamide
SYN09030,4-amino-5-chloro-2-methoxy-N-(β-diethylaminoethyl)benzamide
SYN09031,4-amino-5-chloro-N-(2-(diethylamino)ethyl)-o-anisamide
SYN09032,Metoclopramida
SYN09033,Metoclopramide
SYN09034,Metoclopramidum
SYN09035,1-Dehydro-16alpha-methyl-9alpha-fluorohydrocortisone
SYN09036,1-Dehydro-16α-methyl-9α-fluorohydrocortisone
SYN09037,16alpha-Methyl-9alpha-fluoro-1-dehydrocortisol
SYN09038,16α-Methyl-9α-fluoro-1-dehydrocortisol
SYN09039,9alpha-Fluoro-16alpha-methylprednisolone
SYN09040,9α-Fluoro-16α-methylprednisolone
SYN09041,Dexametasona
SYN09042,Dexametasone
SYN09043,dexamethason
SYN09044,Dexaméthasone
SYN09045,Dexamethasone
SYN09046,Dexamethasonum
SYN09047,Dexamethazone
SYN09048,dexamethosone
SYN09049,Hexadecadrol
SYN09050,"(−)-3-(3,4-dihydroxyphenyl)-L-alanine"
SYN09051,(−)-dopa
SYN09052,3-Hydroxy-L-tyrosine
SYN09053,"3,4-Dihydroxy-L-phenylalanine"
SYN09054,Dihydroxy-L-phenylalanine
SYN09055,"L-3,4-dihydroxyphenylalanine"
SYN09056,"L-beta-(3,4-Dihydroxyphenyl)alanine"
SYN09057,L-DOPA
SYN09058,LDOPA
SYN09059,Levodopa
SYN09060,Levodopum
SYN09061,"β-(3,4-dihydroxyphenyl)-L-alanine"
SYN09062,"β-(3,4-dihydroxyphenyl)alanine"
SYN09063,"1,1,1,3,3,3-Hexafluoro-2-(fluoromethoxy)propane"
SYN09064,Sevofluran
SYN09065,Sévoflurane
SYN09066,Sevoflurane
SYN09067,Sevoflurano
SYN09068,Sevofluranum
SYN09069,"2-(p-bromo-α-phenylbenzyloxy)-N,N-dimethylethylamine"
SYN09070,Bromazina
SYN09071,Bromazine
SYN09072,Bromazinum
SYN09073,Bromodiphenhydramine
SYN09074,β-(p-bromobenzhydryloxy)ethyldimethylamine
SYN09075,β-dimethylaminoethyl p-bromobenzhydryl ether
SYN09076,Aripiprazol
SYN09077,Aripiprazole
SYN09078,Aripiprazolum
SYN09079,Alpha-Chlorprothixene
SYN09080,Chlorprothixen
SYN09081,Chlorprothixene
SYN09082,Chlorprothixine
SYN09083,Chlorprotixen
SYN09084,Chlorprotixene
SYN09085,Chlorprotixine
SYN09086,Chlothixen
SYN09087,"(5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate"
SYN09088,"(5Z,9α,11α,13E,15S)-6,9-epoxy-11,15-dihydroxyprosta-5,13-dien-1-oic acid"
SYN09089,Epoprostenol
SYN09090,PGI2
SYN09091,PGX
SYN09092,Prostacyclin
SYN09093,Prostaglandin I2
SYN09094,Prostaglandin X
SYN09095,Vasocyclin
SYN09096,"2,2-Dimethyl-5-(2,5-dimethylphenoxy)valeriansäure"
SYN09097,"2,2-Dimethyl-5-(2,5-xylyloxy)valeriansäure"
SYN09098,"2,2-Dimethyl-5-(2,5-xylyloxy)valeric acid"
SYN09099,Gemfibrozil
SYN09100,Gemfibrozilo
SYN09101,Gemfibrozilum
SYN09102,"3-(3-chloro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethyl-1-propanamine"
SYN09103,"3-(3-chloro-5H-dibenzo[b,F]azepin-5-yl)-N,N-dimethylpropan-1-amine"
SYN09104,3-Chloroimipramine
SYN09105,Chlorimipramine
SYN09106,Clomipramina
SYN09107,Clomipramine
SYN09108,Clomipraminum
SYN09109,Monochlorimipramine
SYN09110,"5,7-dichlor-8-hydroxychinolin"
SYN09111,"5,7-dichloro-8-hydroxyquinoline"
SYN09112,"5,7-dichloro-8-oxyquinoline"
SYN09113,"5,7-dichloro-8-quinolinol"
SYN09114,"5,7-dichlorooxine"
SYN09115,"5,7-dichloroxine"
SYN09116,Chloroxine
SYN09117,Chlorquinol
SYN09118,CHQ
SYN09119,1-(2-(N-BENZYLANILINO)-1-(ISOBUTOXYMETHYL)ETHYL)-PYRROLIDINE
SYN09120,"1-PYRROLIDENEETHANAMINE, .BETA.-((2-METHYLPROPOXY)METHYL)-N-PHENYL-N-(PHENYLMETHYL)-"
SYN09121,Bepadin
SYN09122,Bepridil
SYN09123,Decamethonium
SYN09124,Decamethonium cation
SYN09125,Decamethonium ion
SYN09126,Decamethonum
SYN09127,Decamethylenebis(trimethylammonium)
SYN09128,"N,N,N,N',N',N'-hexamethyl-1,10-decanediaminium"
SYN09129,Alimemazina
SYN09130,Alimemazine
SYN09131,Alimemazinum
SYN09132,Methylpromazine
SYN09133,Trimeprazine
SYN09134,Isocarboxazid
SYN09135,Isocarboxazida
SYN09136,Isocarboxazide
SYN09137,Isocarboxazidum
SYN09138,Docetaxel
SYN09139,Docetaxel anhydrous
SYN09140,N-Debenzoyl-N-(tert-butoxycarbonyl)-10-deacetylpaclitaxel
SYN09141,N-Debenzoyl-N-(tert-butoxycarbonyl)-10-deacetyltaxol
SYN09142,TXL
SYN09143,"5,5'-((2-hydroxytrimethylene)bis(acetylimino))bis(N,N'-bis(2,3-dihydroxypropyl)-2,4,6-triiodoisophthalamide)"
SYN09144,Indixanol
SYN09145,Iodixanol
SYN09146,Iodixanolum
SYN09147,Olsalazine
SYN09148,Gliquidona
SYN09149,Gliquidone
SYN09150,Gliquidonum
SYN09151,Mitiglinide
SYN09152,"(6aR,9R)-7-Methyl-4,6,6a,7,8,9-hexahydro-indolo[4,3-fg]quinoline-9-carboxylic acid ((S)-2-hydroxy-1-methyl-ethyl)-amide"
SYN09153,"[8β(S)]-9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8-carboxamide"
SYN09154,"9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8β(S)-carboxamide"
SYN09155,"9,10-didehydro-N-(α-(hydroxymethyl)ethyl)-6-methylergoline-8-β-carboxamide"
SYN09156,D-lysergic acid 1-hydroxymethylethylamide
SYN09157,D-lysergic acid-L-propanolamide
SYN09158,Ergobasine
SYN09159,Ergometrina
SYN09160,Ergometrine
SYN09161,Ergométrine
SYN09162,Ergometrinum
SYN09163,Ergonovine
SYN09164,Ergotocine
SYN09165,Margonovine
SYN09166,N-(2-Hydroxy-1-methylethyl)-D-(+)-lysergamide
SYN09167,N-(α-(hydroxymethyl)ethyl)-D-lysergamide
SYN09168,Anh. dasatinib
SYN09169,Anhydrous dasatinib
SYN09170,BMS dasatinib
SYN09171,Dasatinib
SYN09172,Dasatinib (anh.)
SYN09173,dasatinib (anhydrous)
SYN09174,Dasatinib anhydrous
SYN09175,Dasatinibum
SYN09176,"N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide"
SYN09177,Lisdexamfetamine
SYN09178,Retapamulin
SYN09179,Retapamulina
SYN09180,Eculizumab
SYN09181,Lapatinib
SYN09182,N-(3-chloro-4-((3-fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine
SYN09183,"11β,21-dihydroxy-16α,17-[(1-methylethylidene)bis(oxy)]pregna-1,4-diene-3,20-dione"
SYN09184,"11β,21-dihydroxy-16α,17-isopropylidenedioxypregna-1,4-diene-3,20-dione"
SYN09185,"11β,21-dihydroxy-16α,17α-isopropylidenedioxypregna-1,4-diene-3,20-dione"
SYN09186,"16α-hydroxyprednisole-16,17-acetonide"
SYN09187,"16α-hydroxyprednisolone-16α,17-acetonide"
SYN09188,"16α,17α-isopropylidenedioxyprednisolone"
SYN09189,Desfluorotriamcinolone acetonide
SYN09190,Desonida
SYN09191,Desonide
SYN09192,Desonidum
SYN09193,Sitagliptin
SYN09194,Sitagliptina
SYN09195,Sitagliptine
SYN09196,Sitagliptinum
SYN09197,4-amino-1-(2-deoxy-β-D-erythro-pentofuranosyl)-s-triazin-2(1H)-one
SYN09198,5-aza-2'-deoxycytidine
SYN09199,5-azadeoxycytidine
SYN09200,DAC
SYN09201,Decitabina
SYN09202,Decitabine
SYN09203,Posaconazole
SYN09204,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl N-((1S,2R)-1-benzyl-2-hydroxy-3-(N1-isobutylsulfanilamido)propyl)carbamate"
SYN09205,"(3R,3aS,6aR)-tetrahydro-2H-furo[2,3-b]furan-3-yl (2S,3R)-4-(4-amino-N-isobutylphenylsulfonamido)-3-hydroxy-1-phenylbutan-2-ylcarbamate"
SYN09206,"(3R,3aS,6aR)-tetrahydro-2H-furo[2,3-b]furan-3-yl (2S,3R)-4-(4-amino-N-neopentylphenylsulfonamido)-3-hydroxy-1-phenylbutan-2-ylcarbamate"
SYN09207,"[(S)-3-[(4-Amino-benzenesulfonyl)-isobutyl-amino]-2-hydroxy-1-((R)-phenylmethyl)-propyl]-carbamic acid (3R,3aS,6aR)-(hexahydro-furo[2,3-b]furan-3-yl) ester"
SYN09208,"{(1S,2R)-3-[(4-Amino-benzenesulfonyl)-isobutyl-amino]-1-benzyl-2-hydroxy-propyl}-carbamic acid (3R,3aS,6aR)-(hexahydro-furo[2,3-b]furan-3-yl) ester"
SYN09209,Darunavir
SYN09210,Darunavirum
SYN09211,"N-((1S,2R)-3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-benzylpropyl)((1S,2R,5R)-4,6-dioxabicyclo(3.3.0)oct-2-yloxy)carboxamide"
SYN09212,1-(2-deoxy-β-L-ribofuranosyl)-5-methyluracil
SYN09213,2'-Deoxy-L-thymidine
SYN09214,Beta-l-thymidine
SYN09215,Epavudine
SYN09216,L-deoxythymidine
SYN09217,L-DT
SYN09218,L-thymidine
SYN09219,LDT
SYN09220,Telbivudin
SYN09221,Telbivudina
SYN09222,Telbivudine
SYN09223,β-L-2'-deoxythymidine
SYN09224,CAMELLIA SINENSIS LEAF CATECHINS
SYN09225,Kunecatechins
SYN09226,Polyphenon E
SYN09227,Sinecatechins
SYN09228,9-hydroxyrisperidone
SYN09229,Paliperidona
SYN09230,Paliperidone
SYN09231,Sunitinib
SYN09232,Sunitinibum
SYN09233,ABX-EGF
SYN09234,Panitumumab
SYN09235,Ranibizumab
SYN09236,ranibizumab-eqrn
SYN09237,RBZ
SYN09238,rhuFab V2
SYN09239,Alpha-L-iduronate sulfate sulfatase
SYN09240,Iduronate 2-sulfatase
SYN09241,Idursulfasa
SYN09242,Idursulfase
SYN09243,Acid maltase
SYN09244,Acid-alpha glucosidase
SYN09245,Aglucosidase alfa
SYN09246,Aglucosidase alpha
SYN09247,Alglucosidasa alfa
SYN09248,Alglucosidase alfa
SYN09249,"alpha-1,4-glucosidase"
SYN09250,Alpha-glucosidase
SYN09251,"Human acid precursor alpha-glucosidase, recombinant"
SYN09252,Lysosomal Alpha-Glucosidase
SYN09253,Vareniclina
SYN09254,Varenicline
SYN09255,Vareniclinum
SYN09256,(-)-formoterol
SYN09257,"(R,R)-formoterol"
SYN09258,Arformoterol
SYN09259,(1Z)-1(2H)-Phthalazinone hydrazone
SYN09260,(2H)-Phthalazinone hydrazone
SYN09261,1-Hydrazinophthalazine
SYN09262,1-Phthalazinylhydrazine
SYN09263,6-Hydralazine
SYN09264,Hidralazina
SYN09265,Hydralazin
SYN09266,Hydralazine
SYN09267,Hydralazine polistirex
SYN09268,Hydralazinum
SYN09269,Hydrallazine
SYN09270,Hydrazinophthalazine
SYN09271,Hydrazone 1(2H)-phthalazinone
SYN09272,Hypophthalin
SYN09273,Idralazina
SYN09274,Phthalazin-1-ylhydrazine
SYN09275,Exenatida
SYN09276,Exenatide
SYN09277,Exenatide synthetic
SYN09278,Exendin 4
SYN09279,Exendin-4
SYN09280,Synthetic exendin-4
SYN09281,Human somatomedin C
SYN09282,INSULIN-LIKE GROWTH FACTOR 1
SYN09283,INSULIN-LIKE GROWTH FACTOR I (HUMAN)
SYN09284,Mecasermin
SYN09285,Mecasermin recombinant
SYN09286,Mecasermina
SYN09287,Mechano growth factor
SYN09288,RECOMBINANT HUMAN INSULIN-LIKE GROWTH FACTOR-I
SYN09289,RH-OLIGOPEPTIDE-2
SYN09290,VEXXON-IGF-1
SYN09291,Pramlintide
SYN09292,Arylsulfatase B galsulfase
SYN09293,Galsulfasa
SYN09294,Galsulfase
SYN09295,Galsulfase (genetical recombination)
SYN09296,"N-acetylgalactosamine-4-sulfatase, recombinant human"
SYN09297,rhASB
SYN09298,2-Amino-9-beta-D-arabinofuranosyl-6-methoxy-9H-purine
SYN09299,Nelarabina
SYN09300,Nelarabine
SYN09301,Nelzarabine
SYN09302,Abatacept
SYN09303,Abatacept recombinant
SYN09304,1-butanoic acid-2-(O-methyl-L-tyrosine)-1-carbaoxytocin
SYN09305,1-butyric acid-2-(3-(p-methoxyphenyl)-L-alanine)oxytocin
SYN09306,Carbetocin
SYN09307,Carbetocina
SYN09308,Carbetocino
SYN09309,Carbetocinum
SYN09310,deamino-2-O-methyltyrosine-1-carbaoxytocin
SYN09311,2-((2-chloro-6-fluorophenyl)amino)-5-methylbenzeneacetic acid
SYN09312,Lumiracoxib
SYN09313,Lumiracoxibum
SYN09314,adrenocorticotropic hormone 1-24
SYN09315,"Adrenocorticotropic hormone fragment 1-24 human, rat"
SYN09316,alpha(1-24)-corticotrophin
SYN09317,ATCH (1-24)
SYN09318,beta(1-24)-corticotrophin
SYN09319,Corticotropin tetracosapeptide
SYN09320,corticotropin-(1-24)
SYN09321,corticotropin-(1-24) tetracosapeptide
SYN09322,Cosyntropin
SYN09323,Tetracosactida
SYN09324,Tetracosactide
SYN09325,Tetracosactrin
SYN09326,α1-24-corticotrophin
SYN09327,β1-24-corticotrophin
SYN09328,ACTH
SYN09329,Adrenocorticotrophin
SYN09330,Adrenocorticotropic hormone
SYN09331,Corticotrophin
SYN09332,Corticotropin
SYN09333,Cortigel
SYN09334,H.P. acthar gel
SYN09335,"1-(3,5-dihydroxyphenyl)-1-hydroxy-2-((4-hydroxyphenyl)isopropylamino)ethane"
SYN09336,"1-(p-hydroxyphenyl)-2-((β-hydroxy-β-(3',5'-dihydroxyphenyl))ethyl)aminopropane"
SYN09337,"3,5-dihydroxy-α-(((p-hydroxy-α-methylphenethyl)amino)methyl)benzyl alcohol"
SYN09338,"5-{1-Hydroxy-2-[2-(4-hydroxy-phenyl)-1-methyl-ethylamino]-ethyl}-benzene-1,3-diol"
SYN09339,Fenoterol
SYN09340,Fenoterolum
SYN09341,Phenoterol
SYN09342,Glisoxepide
SYN09343,(+/-)-pirbuterol
SYN09344,Pirbuterol
SYN09345,Pirbuterolum
SYN09346,"2-Hydroxy-benzo[1,3,2]dioxabismin-4-one"
SYN09347,Basic bismuth salicylate
SYN09348,Bismuth oxide salicylate
SYN09349,Bismuth oxysalicylate
SYN09350,Bismuth subsalicylate
SYN09351,Pink bismuth
SYN09352,Wismutsubsalicylat
SYN09353,(±)-bevantolol
SYN09354,"1-((2-(3,4-dimethoxyphenyl)ethyl)amino)-3-(3-methylphenoxy)-2-propanol"
SYN09355,"1-(3,4-dimethoxyphenethylamino)-3-(m-tolyloxy)-2-propanol"
SYN09356,"1-(3,4-dimethoxyphenethylamino)-3-m-tolyloxy-propan-2-ol"
SYN09357,"1-[2-(3,4-Dimethoxy-phenyl)-ethylamino]-3-m-tolyloxy-propan-2-ol"
SYN09358,Bevantolol
SYN09359,Bévantolol
SYN09360,Bevantololum
SYN09361,2-amino-2-deoxy-D-glucose
SYN09362,Chitosamine
SYN09363,D-Glucosamine
SYN09364,Glucosamina
SYN09365,Glucosamine
SYN09366,(±)-practolol
SYN09367,1-(4-acetamidophenoxy)-3-isopropylamino-2-propanol
SYN09368,4'-(2-hydroxy-3-(isopropylamino)propoxy)acetanilide
SYN09369,N-(4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)phenyl)acetamide
SYN09370,Practolol
SYN09371,Practololo
SYN09372,Practololum
SYN09373,Praktololu
SYN09374,1-ethyl N4-sulfanilylcytosin
SYN09375,1-ethyl-N-sulfanilylcytosine
SYN09376,Sulfacitina
SYN09377,Sulfacitine
SYN09378,Sulfacitinum
SYN09379,Sulfacytine
SYN09380,"4-Sulfanilamido-5,6-dimethoxypyrimidine"
SYN09381,Sulfadoxina
SYN09382,Sulfadoxine
SYN09383,Sulfadoxinum
SYN09384,Sulforthomidine
SYN09385,Sulphadoxine
SYN09386,Sulphormethoxine
SYN09387,N-(1-Pyrrolidinylmethyl)-tetracycline
SYN09388,N-(Pyrrolidinomethyl)tetracycline
SYN09389,Pyrrolidino-methyl-tetracycline
SYN09390,Rolitetraciclina
SYN09391,Rolitetracycline
SYN09392,Rolitetracyclinum
SYN09393,Choline theophyllinate
SYN09394,Choline theophylline
SYN09395,Cholini theophyllinas
SYN09396,Oxtriphylline
SYN09397,Teofilinato de colina
SYN09398,Theocolin
SYN09399,Theophyllinate de choline
SYN09400,Aspart
SYN09401,Aspart Insulin
SYN09402,B28-Aspart-Insulin
SYN09403,Insulin aspart
SYN09404,Insulin aspart protamine
SYN09405,Insulin aspart protamine recombinant
SYN09406,Insulin aspart recombinant
SYN09407,Insulin X14
SYN09408,"Insulin, aspart protamine, human"
SYN09409,"Insulin, aspart, human"
SYN09410,"Insulin,aspart protamine"
SYN09411,Insulina asparta
SYN09412,Detemir
SYN09413,Insulin detemir
SYN09414,Insulin detemir recombinant
SYN09415,"Insulin,detemir,human"
SYN09416,Insulina detemir
SYN09417,Insulin glulisine
SYN09418,Insulin Glulisine (recombinant DNA origin)
SYN09419,Insulin glulisine recombinant
SYN09420,Insulina glulisina
SYN09421,FOS-APV
SYN09422,Fosamprenavir
SYN09423,(3-Phosphoryloxymethyl)phenytoin
SYN09424,Fosfenitoina
SYN09425,Fosphenytoin
SYN09426,Fosphenytoine
SYN09427,Fosphenytoinum
SYN09428,JM
SYN09429,Josamicina
SYN09430,Josamycin
SYN09431,Josamycine
SYN09432,Josamycinum
SYN09433,Kitasamycin A3
SYN09434,Leucomycin A3
SYN09435,leucomycin V 3-acetate 4B-(3-methylbutanoate)
SYN09436,leucomycin V 3-acetate 4β-(3-methylbutanoate)
SYN09437,Turimycin A5
SYN09438,Kava
SYN09439,Common st johnswort flowering top
SYN09440,Common st. john's wort flowering top
SYN09441,Common st. john's wort herb
SYN09442,Common st. johnswort flowering top
SYN09443,Guanyejinsitao
SYN09444,Hyperici herba
SYN09445,Hypericum nachitschevanicum flowering top
SYN09446,Hypericum perforatum flowering top
SYN09447,Hypoxis hemerocallidea root extract
SYN09448,Klamath weed flowering top
SYN09449,Klamathweed flowering top
SYN09450,Saint johns wort
SYN09451,St john's wort
SYN09452,St Johns Wort
SYN09453,St. John's Wort
SYN09454,St. john’s wort
SYN09455,St. johns wort
SYN09456,St. johnswort flowering top
SYN09457,Polythiazide
SYN09458,Chinetazone
SYN09459,Quinetazona
SYN09460,Quinethazon
SYN09461,Quinethazone
SYN09462,Quinethazonum
SYN09463,"(6R,7R)-7-(R)-Mandelamido-3-(((1-methyl-1H-tetrazol-5-yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-carboxylic acid"
SYN09464,"(6R,7R)-7-{[(2R)-2-hydroxy-2-phenylacetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
