drug_id,toxicity,indication_text
DB01088,"The oral LD<sub>50</sub> in rats is >100 mg/kg.[L50156]

Cases of overdose have been reported. Frequently observed symptoms following overdose are dizziness, headache, flushing, nausea, jaw pain or back pain. Hypotension, vomiting, and diarrhea are possible. A specific antidote is not known. Interruption of the inhalation session, monitoring, and symptomatic measures are recommended.[L50146]","Inhaled iloprost solution is indicated for the treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) to improve a composite endpoint consisting of exercise tolerance, symptoms (NYHA Class), and lack of deterioration. Studies establishing effectiveness included predominately patients with NYHA Functional Class III–IV symptoms and etiologies of idiopathic or heritable PAH (65%) or PAH associated with connective tissue diseases (23%).[L50146]

Intravenous iloprost is indicated for the treatment of severe frostbite in adults to reduce the risk of digit amputations. Effectiveness was established in young, healthy adults who suffered frostbite at high altitudes.[L50151]"
DB01089,"Symptoms of overdose include dizziness or drowsiness (severe), flushing of skin, pinpoint pupils of eyes and slowed pulse.",For the treatment of hypertension.
DB01090,"Oral, mouse: LD<sub>50</sub> = 512 mg/kg; Oral, rat: LD<sub>50</sub> = 890 mg/kg.",Used to produce controlled hypotension during surgical procedures and in hypertensive crises.
DB01091,,"For the topical treatment of the following dermatologic infections: tinea (pityriasis) versicolor due to <i>M. furfur</i>, interdigital tinea pedis (athlete&rsquo;s foot), tinea corporis (ringworm) and tinea cruris (jock itch) due to <i>E. floccosum</i>, <i>T. mentagrophytes</i>, <i>T. rubrum</i>, and <i>T. tonsurans</i>."
DB01092,,For the treatment of atrial fibrillation and flutter and heart failure
DB01093,The oral LD<sub>50</sub> of dimethyl sulfoxide in the dog is greater than 10 gm/kg. It is improbable that this dosage level could be obtained with intravesical instillation of dimethyl sulfoxide in the patient.,For the symptomatic relief of patients with interstitial cystitis.
DB01094,,"For lowering cholesterol and, possibly, otherwise favorably affecting lipids. <i>In vitro</i> research also suggests the possibility that hesperetin might have some anticancer effects and that it might have some anti-aromatase activity, as well as activity again."
DB01095,"Generally well-tolerated. May cause gastrointestinal upset (diarrhea, nausea, constipation, gas, abdominal pain), myotoxicity (mypothy, myositis, rhabdomyolysis), and hepatotoxicity.","To be used as an adjunct to dietary therapy to prevent cardiovascular events. May be used as secondary prevention in patients with coronary heart disease (CHD) to reduce the risk of requiring coronary revascularization procedures, for reducing progression of coronary atherosclerosis in hypercholesterolemic patients with CHD, and for the treatment of primary hypercholesterolemia and mixed dyslidipidemia. "
DB01096,,For treatment of Schistosomiasis caused by <i>Schistosoma mansoni</i>
DB01097,LD<sub>50</sub>=100-250 mg/kg (acute oral toxicity),For the management of the signs and symptoms of active rheumatoid arthritis (RA) to improve physical function and to slow the progression of structural damage associated with the disease. Has also been used for the prevention of acute and chronic rejection in recipients of solid organ trasnplants and is designated by the FDA as an orphan drug for this use.
DB01098,"Generally well-tolerated. Side effects may include myalgia, constipation, asthenia, abdominal pain, and nausea. Other possible side effects include myotoxicity (myopathy, myositis, rhabdomyolysis) and hepatotoxicity. To avoid toxicity in Asian patients, lower doses should be considered. Pharmacokinetic studies show an approximately two-fold increase in peak plasma concentration and AUC in Asian patients (Philippino, Chinese, Japanese, Korean, Vietnamese, or Asian-Indian descent) compared to Caucasian patients. ","The FDA monograph states that rosuvastatin is indicated as an adjunct to diet in the treatment of triglyceridemia, Primary Dysbetalipoproteinemia (Type III Hyperlipoproteinemia), and Homozygous Familial Hypercholesterolemia.[F4649]

The Health Canada monograph for rosuvastatin further specifies that rosuvastatin is indicated for the reduction of elevated total cholesterol (Total-C), LDL-C, ApoB, the Total-C/HDL-C ratio and triglycerides (TG) and for increasing HDL-C in hyperlipidemic and dyslipidemic conditions when response to diet and exercise alone has been inadequate. It is also indicated for the prevention of major cardiovascular events (including risk of myocardial infarction, nonfatal stroke, and coronary artery revascularization) in adult patients without documented history of cardiovascular or cerebrovascular events, but with at least two conventional risk factors for cardiovascular disease.[F4652]

Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD. Statin-indicated conditions include diabetes mellitus, clinical atherosclerosis (including myocardial infarction, acute coronary syndromes, stable angina, documented coronary artery disease, stroke, trans ischemic attack (TIA), documented carotid disease, peripheral artery disease, and claudication), abdominal aortic aneurysm, chronic kidney disease, and severely elevated LDL-C levels.[A181087, A181406]"
DB01099,"Oral, rat: LD<sub>50</sub> = >15 gm/kg.","For the treatment (in combination with amphotericin B) of serious infections caused by susceptible strains of Candida (septicemia, endocarditis and urinary system infections) and/or Cryptococcus (meningitis and pulmonary infections)."
DB01100,"LD<sub>50</sub> = 1100 mg/kg (rat, oral), 228 mg/kg (mouse, oral)",Used for the suppression of motor and phonic tics in patients with Tourette's Disorder who have failed to respond satisfactorily to standard treatment.
DB01101,"Adequate studies investigating the carcinogenic potential of capecitabine have not been conducted. Capecitabine was not mutagenic in vitro to bacteria (Ames test) or mammalian cells (Chinese hamster V79/HPRT gene mutation assay). Capecitabine was clastogenic in vitro to human peripheral blood lymphocytes but not clastogenic in vivo to mouse bone marrow (micronucleus test). Fluorouracil causes mutations in bacteria and yeast. Fluorouracil also causes chromosomal abnormalities in the mouse micronucleus test in vivo.[L44657]

In studies of fertility and general reproductive performance in female mice, oral capecitabine doses of 760 mg/kg/day (about 2,300 mg/m2/day) disturbed estrus and consequently caused a decrease in fertility. In mice that became pregnant, no fetuses survived this dose. The disturbance in estrus was reversible. In males, this dose caused degenerative changes in the testes, including decreases in the number of spermatocytes and spermatids. In separate pharmacokinetic studies, this dose in mice produced 5’-DFUR AUC values about 0.7 times the corresponding values in patients administered the recommended daily dose.[L44657]

Based on findings in animal reproduction studies and its mechanism of action [see Clinical Pharmacology (12.1)], XELODA can cause fetal harm when administered to a pregnant woman. Available human data on XELODA use in pregnant women is not sufficient to inform the drug-associated risk. In animal reproduction studies, administration of capecitabine to pregnant animals during the period of organogenesis caused embryo lethality and teratogenicity in mice and embryo lethality in monkeys at 0.2 and 0.6 times the exposure (AUC) in patients receiving the recommended dose of 1,250 mg/m2 twice daily, respectively. Advise pregnant women of the potential risk to a fetus.[L44657]

The estimated background risk of major birth defects and miscarriage for the indicated population is unknown. All pregnancies have a background risk of birth defect, loss, or other adverse outcomes. In the U.S. general population, the estimated background risk of major birth defects and miscarriage in clinically recognized pregnancies is 2% to 4% and 15% to 20%, respectively.[L44657]

Administer uridine triacetate within 96 hours for management of XELODA overdose. Although no clinical experience using dialysis as a treatment for XELODA overdose has been reported, dialysis may be of benefit in reducing circulating concentrations of 5’-DFUR, a low–molecular-weight metabolite of the parent compound.[L44657]","Capecitabine is indicated as treatment for a variety of cancer types. For colorectal cancer, capecitabine is indicated as a single agent or a component of a combination chemotherapy regiment for the adjuvant treatment of stage III colon cancer and treatment unresectable or metastatic colorectal cancer. It can also be used as a part of a combination chemotherapy perioperative treatment of adult locally advanced rectal cancer.[L44657] For breast cancer, capecitabine is indicated for advanced or metastatic breast cancer as a single agent if an anthracycline- or taxane-containing chemotherapy is not indicated or as a regimen with docetaxel after disease progression on prior anthracycline-containing chemotherapy.[L44657] For gastric, esophageal, or gastroesophageal junction (GEJ) cancer, capecitabine is indicated as a component of a combination chemotherapy treatment for the treatment of adult unresectable or metastatic gastric, esophageal, or GEJ cancer or adult HER2-overexpressing metastatic gastric or GEJ adenocarcinoma who have not received prior treatment for metastatic disease.[L44657] Finally, for pancreatic cancer, capecitabine is indicated as adjuvant treatment for adult pancreatic adenocarcinoma as a component of a combination chemotherapy regimen.[L44657]"
