food_interaction_id,food_interaction
F1025,Avoid St. John's Wort. This herb induces the CYP3A metabolism of dasabuvir and may reduce its serum concentration. St. John's Wort is contraindicated for use with Viekira Pak.
F1026,"Take with or without food. A high-fat meal decreases drug Cmax and AUC and delays Tmax, but not to a clinically significant extent."
F1027,Exercise caution with grapefruit products. Loxoprofen is metabolized by CYP3A4 to an inactive metabolite and grapefruit is a CYP3A4 inhibitor.
F1028,Exercise caution with St. John's Wort. Loxoprofen is metabolized by CYP3A4 to an inactive metabolite and St. Johns Wort is a CYP3A4 inducer.
F1029,Take with food. Taking loxoprofen with food may reduce the risk of gastrointestinal upset.
F1030,Take with or without food. Co-administration with food does not affect bioavailability.
F1031,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Dextran has antithrombotic activity, which may increase the bleeding risk if combined with antiplatelet/anticoagulant herbs. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
F1032,Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.
F1033,Take on an empty stomach. Food does not impact the bioavailability of tegafur. Food does affect other ingredients in the combination product Teysuno. Take Teysuno at least 1 hour before or after eating.
F1034,Take on an empty stomach. Take Teysuno at least 1 hour before or after eating.
F1035,Take with or without food. Mix into water or other soft foods or beverages prior to ingesting.
F1036,Take before a meal. Take lixisenatide within one hour before the first meal of the day.
F1037,Avoid calcium supplements/calcium rich foods. Take strontium ranelate separated from calcium-containing food and supplements.
F1038,Take on an empty stomach. Take strontium ranelate between meals and at least 2 hours after eating at bedtime for optimal bioavailability.
F1039,"Avoid solid foods. When using picosulfuric acid in preparation for a colonoscopy, only consume clear fluids the day before the procedure."
F1040,Take with or without food. Many different products contain ubidecarenone; refer to the product monograph for more specific instructions.
F1041,Avoid excessive or chronic alcohol consumption. The risk of pancreatitis is increased with excess/chronic alcohol consumption.
F1042,"Avoid alcohol. Avoid ingesting alcohol during therapy with Pylera and for three days after discontinuation as it may cause flushing, nausea, and vomiting."
F1043,Take after a meal. The overall exposure to bismuth subcitrate potassium was not significantly impacted by administration with food when tested in the combination product Pylera.
F1044,Take with or without food. Give a higher dose of activated charcoal if it is administered after a large meal.
F1045,Take with a high fat meal. A fat-containing meal or snack should be consumed just before or just after dosing for all formulations.
F1046,"Avoid alcohol. Withdrawing from alcohol increases the risk of seizures, which is also caused by the drug."
F1047,Avoid solid foods. Consume only clear liquids from the start of drug treatment until after the colonoscopy.
F1048,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of tianeptine."
F1049,"Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of tianeptine."
F1050,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of rolapitant.
F1051,Limit iodine intake. Consume a low iodine diet for two weeks before the administration of sodium Iodide I-131.
F1052,Take on an empty stomach. Avoid eating for 2 hours before and after administering iodide I-131.
F1053,Avoid St. John's Wort. St. John's Wort can cause drug interaction and decrease the serum concentration of tenofovir alafenamide.
F1054,Take separate from meals. Individuals may need to avoid eating before some procedures where ioxaglic acid is used.
F1055,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, A."
F1056,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of synthetic conjugated estrogens, A."
F1057,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, B."
F1058,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of synthetic conjugated estrogens, B."
F1059,Avoid milk and dairy products. Do no take this drug within 1 hour of consuming dairy products.
F1060,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of osimertinib, and therefore, dose adjustments are necessary if they must be co-administered."
F1061,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of esterified estrogens."
F1062,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of esterified estrogens.
F1063,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of norgestrel."
F1064,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of norgestrel.
F1065,"Take with food. For pediatric patients, orally administered Technetium Tc-99m sulfur colloid should be given with milk, or if administered by nasogastric tube, it should be given with milk or dextrose."
F1066,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
F1067,"Take separate from antacids. Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos."
F1068,Take with a full glass of water. Dissolve K-Phos tablets in water then ingest.
F1069,Take with food. Take K-Phos tablets at bedtime and with meals.
F1070,Limit iodine intake. Consume a low iodine diet for two weeks before the administration of Iodide I-123.
F1071,Take on an empty stomach. Fasting before the use of I-123 for imaging of the thyroid may increase accuracy.
F1072,Do not take with or immediately after a high-fat meal. Fatty food can disrupt the TSH assay by increasing lipid levels in the blood.
F1073,Take with or without food. Take protirelin either after a low-fat meal or on an empty stomach.
F1074,Drink plenty of fluids. Fluids will help remove excess radiation from the body when Indium In-111 chloride is used to radiolabel pentetreotide.
F1075,"Take on an empty stomach. When using Fludeoxyglucose (18F) in oncology or neurology, avoid eating for 4-6 hours before Fludeoxyglucose (18F) administration."
F1076,Take with food. Consuming food or beverages containing 50-75 grams of glucose just before the administration of Fludeoxyglucose (18F) may be beneficial in the setting of cardiology imaging.
F1077,Take separate from meals. The urea breath test using Urea C-13 should be done at least 1 hour before and after food and drink.
F1078,Take on an empty stomach. Avoid eating and drinking for 4-6 hours before doing a urea breath test with Urea C-14.
F1079,Take with food. Take with food to reduce gastrointestinal disturbance.
F1080,Avoid alcohol. Alcohol may have additive CNS depressant effects with dexchlorpheniramine maleate.
F1081,Drink plenty of fluids. Consuming lots of fluid before the PET/CT will reduce excess exposure to radiation by increasing urinary voiding.
F1082,Take on an empty stomach. Avoid eating for at leats 6 hours before the administration of Choline C-11.
F1083,Take with or without food. Taking omega-3-carboxylic acids with a high-fat meal may increase the absorption of eicosapentaenoic acid (EPA).
F1084,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of ixazomib."
F1085,"Take on an empty stomach. Food increases the absorption of ixazomib, take ixazomib dose at least one hour before and at least two hours after food."
F1086,Take separate from meals. Avoid eating or drinking for at least 30 minutes after applying hydrogen fluoride oral dental gel.
F1087,Avoid potassium-containing products. Excess potassium intake may cause hyperkalemia. Avoid salt substitutes like potassium chloride (KCl).
F1088,"Take with a full glass of water. Dissolve the 10 mEq tablet in at least 2-3 oz of fluid, and the 20 mEq tablet in at least 3-4 oz of liquid (juice or water)."
F1089,Avoid alcohol. Concomitant use of opium with alcohol may cause additive CNS depressive effects.
F1090,Take with foods containing vitamin C. Vitamin C may increase the absorption of chromium.
